place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
49,8868,8868,1974,35,9,M,DEU,69f49e62a81975f047ec013ba13071609a85baf5
50,8881,8902,1977,30,11,M,USA,4c9b9b68a338ae1d3c723352748f8d06d89822a3
51,8889,8894,1976,30,12,M,FRA,2821a76cde5d81a53f9d830c8b31082b9a95dbee
52,8891,8892,1981,20,25,M,MEX,57d7e6e67572c6eaaa5754ca6f96e8bebe68f231
53,8907,8919,1970,35,10,M,JPN,584001af62cf7e6bbebd3cca9c3806e9fe6f1647
54,8923,8930,1967,40,2,M,ZAF,b5985e2ce562f12da887e7a205168edf0ebc07f7
55,8923,8928,1981,20,26,M,IRL,f136045f62154a76fd44a357ee227a44ba7a2c17
56,8937,8955,1975,30,13,M,GBR,b1d838bcde9d58b18a15cba741a21dec3c980077
57,8957,8957,1972,35,2,W,KEN,29c5e317f4adaf8742b1242f71542a688e04fb1d
58,8964,8970,1970,35,11,M,BEL,3a9ac1a886171ca9af59d5453b9012dbc655c4cc
59,8992,9023,1987,20,27,M,DEU,a67c1c8447aa21e49d6e620b1143042d42042641
60,8998,9023,1971,35,12,M,ESP,b0b20e117671604d9ffb298419e5ab1a3428fb25
61,9024,9032,1984,20,28,M,DEU,5e8b5340976ed21992b354a3f84cc53c46e79199
62,9027,9032,1966,40,3,M,NLD,92e51fd093d767555009b97d7c07ec1c4206b763
63,9029,9077,1976,30,14,M,GBR,ff316a36ba3f0c667119556c08405df9fbe44d99
64,9034,9036,1963,45,1,M,DNK,e7b9f2a89b674d6a12eece9afefdbdbde5532b91
65,9037,9074,1973,35,13,M,EST,3b1a960eefe9469f26822475a8fd866eb6c64ab4
66,9051,9054,1973,35,14,M,AUS,b0dc9fd090c8dbc9c05418d621948578d2bf93f8
67,9058,9062,1979,30,15,M,USA,7b52ea9c74225cb6ccb75f3b0b620643954f2b0d
68,9062,9075,1983,20,29,M,BLR,9f8427d255f6c8c63faa0951d4bf1103f2eee1a5
69,9068,9074,1969,40,4,M,GBR,4d00f73a73caa635bc7faa35d8609e9b8e15bc44
70,9068,9074,1974,35,15,M,GBR,2041dd6f63e8c9d404c8d683c3e08f4df769422b
71,9073,9084,1972,35,16,M,GBR,9daa7e2ab39a14048619217996e1f90c5e4639ab
72,9078,9084,1972,35,17,M,DNK,6c0e7779cea96f7decd20346c37ceee5c80a5bd1
73,9082,9103,1978,30,16,M,DEU,5b12265814e7254a86ec066d4bd59845bcba23f3
74,9101,9101,1974,35,18,M,CHE,5296c73c13f4652aff72b02160756b196161af89
75,9108,9110,1977,30,17,M,CHE,3bcd7da31b2d42caba13bf7dc16a7ae944474967
76,9123,9144,1980,20,30,M,DEU,be72b4c8b758d6452144f4d4f87097cc5e87885b
77,9126,9129,1976,30,18,M,GBR,222840cfd216eea272f6bf5bd5de48d22653014f
78,9137,9137,1979,30,2,W,RUS,44069217c7eb1397f1a6f26bcce3fe8ecdae7bc8
79,9149,9175,1959,50,1,M,ESP,2f0e397009f1082049e4dc11eec4d211e219317a
80,9164,9169,1972,35,19,M,FRA,3f250669ac9e0ba0fab9c0b5e3073e519cc36b74
81,9167,9169,1968,40,5,M,MEX,8f7a2928d16c7443e0abe76d043fd87100a39519
82,9170,9197,1971,35,20,M,USA,a1345fb7abaac5e971e7f29c2b5c5cce1cdc0af5
83,9175,9180,1971,35,21,M,NLD,f2daa322191d9e76ce917668c7714b6c6b025c5a
84,9186,9202,1978,30,19,M,DEU,241c4c44b458af81c828f14d7bc884b44b739adb
85,9189,9199,1966,40,6,M,DEU,b05c7b69df30fb72aa9d81262040c812a419906f
86,9193,9234,1978,30,20,M,NLD,ad09af4545f71293211fe8a0f1d4bb4008ff1224
87,9198,9217,1976,30,21,M,DNK,f6d87f4c47ba8e0840572dd66047a1122b23d7cd
88,9200,9206,1971,35,22,M,GBR,4d498bc6a7aca95e36f30848e840d99778c520fd
89,9204,9206,1982,20,31,M,FRA,e4d9b73a9ff6fb2b95739a12361ea837cb090bee
90,9206,9228,1976,30,22,M,DNK,f634bd85d96e03d568c0791ac6cead000547bf2f
91,9209,9231,1979,30,23,M,SWE,b6e79a535e53f2a321a867108dd42acdbd2c7953
92,9213,9222,1974,35,23,M,FRA,474ff6de136b345bfa15bd6ad3d273aec7cf21fe
93,9215,9221,1980,20,32,M,FIN,bebdf765970500a7ac267d2a3920060687821f9c
94,9220,9223,1976,30,24,M,DNK,6e3bad59a05c4d1f6a3aeb3b32fe349e05ddf018
95,9230,9257,1983,20,33,M,DEU,091c8ad85a981bb4a7d66fde46f4d6e73bcafe5c
96,9235,9245,1972,35,24,M,FIN,75ba12a5176414a93451693fe438f54965bd9b57
97,9245,9251,1972,35,25,M,FRA,f656893b20f6f14b34a5240d632758788014d703
98,9246,9248,1977,30,25,M,GUM,3ab516bb84c7a45789dcb1cfd7b3c49c01de3fff
99,9250,9273,1970,35,26,M,DEU,ec027ceb64918b555c62ef0fa5e4f210da48bedf
100,9256,9256,0,20,4,W,KEN,f7520c4ccadab29f8177d876bbf34ee9fcd57997
101,9260,9268,1964,45,2,M,DEU,32d20a800c425f23dcd0357aedc587a6784ef190
102,9269,9331,1971,35,27,M,LVA,b22023572301357d980ba2cca36c0c865cddffea
103,9280,9306,1980,20,34,M,NZL,92746098cb220578940b0e4c981569ac652f1d8f
104,9288,9319,1968,40,7,M,ESP,073b1f351464c8e055f2871297a316f34474fcb2
105,9288,9303,1976,30,26,M,DEU,31c55f25d7ae6ef186b0476fe621db1710c28039
106,9289,9307,1979,30,27,M,DNK,5c8244103c85ca0161113403ede02169c0cd8e38
107,9292,9308,1959,50,2,M,ITA,b9a30247ff21f5fc8fa234b9bfd223488254b5db
108,9298,9301,1972,35,28,M,FRA,d32581eb84b9997aa70e4c8594875cf1b10aea86
109,9300,9305,1977,30,28,M,ITA,842599a911374cefb8e096b2d2c9cbe8201057bd
110,9301,9332,1976,30,29,M,DNK,aa07e8ac6c38a13303f3fa322e597124deb83317
111,9304,9331,1979,30,30,M,ITA,92eb556077174264990738ab983b22a96814ebf1
112,9312,9316,1966,40,8,M,DEU,8b2c4089bdf9e52938a55d4e147bfe396a40ba5d
113,9320,9364,1975,30,31,M,ITA,2a72870502d2ab84e38ed902b9fc745ccdfe5790
114,9320,9337,1977,30,32,M,GBR,eb6ec781dca2c79817e425b66136b1625efe6a28
115,9323,9329,1963,45,3,M,DEU,f89cceff742c0465e7531b6bc08744be5cab8890
116,9325,9330,1971,35,29,M,DEU,d65488eb87e95b7f69b5cb117afdf26ce0d14f99
117,9327,9355,1987,20,35,M,DEU,02b4a2e2190b712c8e31c3ff35290999c2ab167f
118,9330,9339,1966,40,9,M,DEU,73422f1772a0671342ab244662f784c41508b1d0
119,9336,9387,1969,40,10,M,AUT,ad76e2c2f5c2c66b62e5e4bb3177c1bd3cf27197
120,9337,9341,1979,30,33,M,IRL,a3f01d82436f5a8c2c3f3ecd872bd90987da6f40
121,9338,9339,1967,40,11,M,DEU,0422152b0854d0484648cd56554a91136fceb56a
122,9341,9343,1971,35,30,M,FIN,00ab0bbc2efd499ee2f267dbf5bcd439aa611eea
123,9343,9343,1977,30,34,M,CHE,8f1475370a5d155a1fc58a2efc47b790339f19a5
124,9344,9344,1980,20,5,W,CHE,7b098b1c3cd01600a8d17aff31bb142f139dfba1
125,9346,9349,1970,35,31,M,SWE,d71e9d200a37daa5404662a8de345c5c341bf70c
126,9351,9356,1987,20,36,M,DEU,a2dec4de4b57f2cfd382f11b49c71174b93d6188
127,9355,9394,1980,20,37,M,DNK,4dde5883d3201813e741296fd4cf0c224c6d4778
128,9356,9367,1985,20,38,M,HKG,c009ca1d8ea4942d3f54a1025605c5581f498843
129,9363,9366,1967,40,12,M,FRA,18b55c6ed5537593b4bea4d297a0e150ef72794d
130,9363,9363,1977,30,35,M,CHE,c46f6ed7c20550e15227ee430cdac464ac3599d4
131,9365,9422,1968,40,13,M,AUT,75b93b265cb08d6d2da020dac4f90ff7ad534d34
132,9368,9368,1972,35,3,W,GBR,4b308a38bfd26faf165d150155bba7405a39e16a
133,9374,9410,1966,40,14,M,GBR,d936b6d4a480f2fbfe0f6d1f4584adc9cd2ab6c0
134,9374,9378,1971,35,32,M,FRA,dc1eaaa6fe6461e50b43527207a2f22adc3aa05f
135,9375,9380,1983,20,39,M,FRA,422d78eeb059a9b4d827bec3336c87f71fb860f3
136,9385,9387,1965,40,15,M,DEU,cdd0faa7a3b957ede95a83afb50a0e1cba43c125
137,9385,9388,1969,40,16,M,CHE,9f8a7df9b273c6426d6865619497dfab03096ef0
138,9388,9390,1971,35,33,M,FRA,f3ef0263c45c6d20e7505fb517f1755dc5a2b3d4
139,9392,9397,1963,45,4,M,GBR,3117a178ab3b788732b9a0fb7dedc2e7c5f7b5c2
140,9392,9395,1971,35,34,M,AUT,b04b1afc96df7cac8323cb08aa62bf678eea742f
141,9406,9417,1971,35,35,M,AUT,b63f181dcfa3d6e17a4adda94db51e7efabf56a6
142,9413,9416,1977,30,36,M,FRA,8e50b37e8c4da73ffdc3c5113311435896b2b809
143,9413,9416,1959,50,3,M,ITA,ad37d5a66fadf84ce49db4601529077a88fdd62d
144,9418,9431,1984,20,40,M,DEU,3f3acf947d0e7e9dc2e0a0a5816eeb3f4a8fe159
145,9428,9434,1979,30,37,M,IRL,7e959a9c36862f19bf5b5051e9b6df2a0791643d
146,9430,9446,1966,40,17,M,IRL,761731f3defde24269e8c071a04e454fb9857ac4
147,9432,9438,1963,45,5,M,AUT,e964404dc06fe0a5d45b11800c20f4934753fbe3
148,9436,9454,1977,30,38,M,EST,e08309df268352e0407277ecc5542d7a25b0e521
149,9441,9472,1977,30,39,M,ITA,40f16575be79d0abcca1e6d6124a287d968bd146
150,9442,9446,1968,40,18,M,FRA,b1dd8b92a07647a771bde11906a71f19935a77c6
151,9459,9486,1971,35,36,M,GBR,2d1a5130283e439a8005a1a63b9836ad87047bc4
152,9472,9474,1974,35,37,M,FRA,741caac75fe1a70266d9d1877f858bbd18cca2fe
153,9474,9484,1964,45,6,M,BEL,562ba8cb7fabecfea74c811624d8b0ddec68904e
154,9478,9504,1972,35,38,M,BRA,aab2e0930c7287d58df5ca919c152f133a8891b1
155,9479,9486,1972,35,39,M,ESP,829d8283822d2dce93aab1aae974412bc01620da
156,9484,9493,1989,20,41,M,FRA,7aa09a5fa39081d7335c2586c83637dcedb9d467
157,9488,9528,1973,35,40,M,DEU,b286d8cf6a7bee4ddd9402f593b4e2100067853c
158,9488,9536,1981,20,42,M,FIN,074d0d332532d9b9eceea15876dcca3b3ef3f168
159,9491,9494,1966,40,19,M,ESP,9c8f2139b45b778004054d73807255d8a14f0d16
160,9494,9496,1974,35,41,M,ITA,ffc714e29845732df49f8725310cf983d4fd221f
161,9500,9506,1967,40,20,M,ITA,95fb1221ce24468bbc0e8a74f1a194ada7d90772
162,9501,9504,1968,40,21,M,NLD,10d45aec4c67efcab7fc385348c0d5a05c096ed8
163,9503,9547,1971,35,42,M,GBR,b6e0237dba3cb5b04876c105e6261abe2d51ca96
164,9506,9543,1976,30,40,M,DEU,9133cec5b7587a28c942ca8b59fae1d6ebb3099f
165,9509,9541,1972,35,43,M,FRA,18517316ac2353bf309ab25d2f25a99199dbef5d
166,9510,9535,1969,40,22,M,IRL,bccdcb197023ac933fc6f8f7e5b08d6342972c25
167,9513,9519,1969,40,23,M,GBR,bf35f40cfb5c35c6a4dac3d8cb6bf64f064746a1
168,9514,9527,1979,30,41,M,SVN,98fea40062450422df7012ac56deed612c554d05
169,9519,9540,1970,35,44,M,DEU,e7bfc59ddbabb64368516128442e76a040270774
170,9522,9542,1975,30,42,M,CHE,bf48155ec5a1632a59eae17a3b3bd7b4eb614a5a
171,9526,9530,1970,35,45,M,DEU,baf4ca2c539c8ca6ab476203f8664b4f4b1e5e9c
172,9531,9538,1979,30,43,M,GBR,552555e3abcc0a75a4d2223fdde7b01889268d17
173,9532,9540,1965,40,24,M,ITA,69a41bf1f5fa01af5a14ac657057728b7af0da7f
174,9534,9589,1982,20,43,M,USA,bbeefc25924156c73417b1fc2209c16ec26c0dfd
175,9536,9539,1974,35,46,M,BEL,e72c3e1242b5296927ebecd921753ad81a3c8328
176,9541,9544,1964,45,7,M,DNK,93f67fd61341d272ecffa8bd4d821de1d31b4bd0
177,9547,9566,1980,20,44,M,DEU,804c6a29db4b3c486d73844730ef29f311044bc1
178,9549,9581,1971,35,47,M,FRA,7354feecd8fd3a39f9d05c063c4137bcad1cd912
179,9553,9555,1971,35,48,M,ITA,d38cda92e3da69f40c1fa98fbde354042f9004f5
180,9554,9572,1964,45,8,M,DEU,c1fbf6f7c45b48fbbedbbc65df81327c9f7f1609
181,9555,9572,1966,40,25,M,DEU,3fb23e2c1d60daa60c6fe054421e0ec25acfb6cf
182,9557,9559,1975,30,44,M,MEX,8b23f0ba535259a342d3d917ea496ce74eb37cc4
183,9561,9576,1975,30,45,M,DNK,9995b71837b2700ca68da7d47b48fdc136612e75
184,9563,9599,1981,20,45,M,DEU,780b2fc213a21c10578716ec718c030bae326550
185,9564,9583,1976,30,46,M,DEU,7b870f4b52d20bbb671f66f85bb3c4bb43aacc6f
186,9566,9570,1961,45,9,M,GBR,de728dd8dc2a51ce8151f51b11627cb5bc224c80
187,9572,9599,1962,45,10,M,ESP,56738e515cb5b6445a2fa81d6e50b873d12d7abe
188,9572,9577,1982,20,46,M,SWE,488abac2ed2ee70b9900c3c1fa8ad8c103933ea9
189,9572,9588,1968,40,26,M,CAN,ff0c33209c6b3010d1e877b0b130762425b7ff34
190,9574,9584,1980,20,47,M,ITA,e13d12a6a57d8f9ce81088fb43052b6830719f0b
191,9577,9599,1976,30,47,M,BEL,9bf38aa7d9644599a49a00a6deec419328db14ba
192,9583,9589,1977,30,48,M,DNK,9009cc89e6960a920dbe445baa26b0fe7e1b13a3
193,9584,9632,1975,30,49,M,AUT,57425e0f471f09c9700fa64b85d2299d7f795ef2
194,9603,9603,1984,20,48,M,USA,7b9d4112a52e4533c154be205ab3fe7e8106123b
195,9605,9613,1971,35,49,M,DEU,7e3d54d9c22993eb90ee4006e45da841fc899792
196,9614,9617,1970,35,50,M,ITA,034d7f22b4e3a40bb8c09cf00084726a5ad1f97c
197,9615,9665,1976,30,50,M,GBR,49dcb448e533d36b72afbb0633aefc07ef0a714a
198,9625,9625,1986,20,49,M,COG,4aca901c4c2c38d593bc5c74760545dfb1b6f40a
199,9630,9636,1979,30,51,M,DNK,de9a508bdcee44e4b72d69c6db12f0929ef3b66c
200,9633,9653,1978,30,52,M,DEU,9e31f492c2981948306c8625e6e8409e0e26496e
201,9637,9641,1968,40,27,M,ITA,495bd505368f8730a5749ceca5b2b5d9385f960c
202,9637,9672,1980,20,50,M,DEU,950fd686bb19dd4fa650998448418830252c6e62
203,9645,9657,1961,45,11,M,DEU,8320f66995e14d99e64a7d384a53de7e4bfe8124
204,9652,9668,1981,20,51,M,DNK,0d92bef82d1a31e7ab08a268b7239c0d743e44e3
205,9654,9658,1967,40,28,M,ESP,85aad6423baba68fb8f72363dd821ec42e7266f5
206,9654,9669,1960,45,12,M,DEU,349c6bf2d6b2bc345959a213a4e25094fff41ab6
207,9655,9658,1982,20,52,M,CHL,9b5ccaa6886512dff9f19c11a67fc6cebfd43fde
208,9656,9673,1964,45,13,M,ITA,599e0f9b686961ee7306d8dd77f816f192d03efa
209,9658,9662,1974,35,51,M,POL,e93346a7c5d16d37498417c1ae7ddf452fa022e7
210,9659,9703,1968,40,29,M,DEU,1a0992e5cbe0cde9a1d9784710a7d1c4c94244b1
211,9660,9691,1967,40,30,M,FRA,90cd8b67ed022b5d9fcc7612d38ad6c6b1577bbd
212,9660,9665,1949,60,1,M,POL,56abc27406b74cee652ca40151722c2c7736f8a6
213,9666,9677,1965,40,31,M,NLD,2b7b7893d77530e395e33855bb4989c8418d6db5
214,9667,9711,1967,40,32,M,DEU,f0e488b32af8b434a15b5e6dfd9302f1c9bd227b
215,9668,9676,1975,30,53,M,ITA,5c0a5f32cea3c2f6c7cb072dbe0c4e5d71c4c02e
216,9668,9676,1979,30,54,M,NZL,f1690497cf58de0dbffbff2230c8e4a265917731
217,9676,9684,1973,35,52,M,AUT,8c0fa15ae113803c3ecbbd894f3fa7eb10f8a227
218,9698,9732,1976,30,55,M,DNK,7fa6b0b120574f2dacf51c482cba31a9542aafbd
219,9704,9736,1978,30,56,M,DEU,4becafbd6c2b89a9b6bb78c4f0a7c01e4f2edeaf
220,9705,9707,1965,40,33,M,DEU,5c1ccef458094e6bf51ef6f4b47512db7f8a0d8c
221,9708,9715,1975,30,57,M,ITA,e3c9914ae362a4e58cd9a7e9ed586f145ab2e7c9
222,9716,9718,1969,40,34,M,FRA,8385245c631896db0ef1b67859e717a834d50401
223,9718,9726,1984,20,53,M,DEU,7abde52c298496fa169fb750f91f213a282142af
224,9727,9774,1976,30,58,M,DEU,50f67cec74fae42de847a478e3e497dfc8c12b1b
225,9729,9738,1968,40,35,M,ITA,6b51392094844b3e941bbdc7eb0e754fdbd3a028
226,9735,9747,1973,35,53,M,DNK,780bb7f256046c5313823b9209a352e5cab7fd1c
227,9742,9746,1969,40,36,M,GBR,13c974f96fd40b571a2e69176b6da013b21aae2c
228,9743,9748,1976,30,59,M,ESP,8ec23cd151bb06f0eab98730cd9c4ccfb141e57f
229,9749,9772,1973,35,54,M,AUT,e98fea70a15809271274d6c4c742c7d0cc4f5ebc
230,9754,9819,1986,20,54,M,AUT,bf1a25a9f196c8eb56df08239fb36acd01a01888
231,9757,9794,1963,45,14,M,DEU,fd5b1a7e6e1cf75dc3b3c0db3ec4f20ada6bc54f
232,9763,9765,1960,45,15,M,FRA,ca449cdc2900c52a4ed7ceb988ba882c4c31c47d
233,9764,9771,1985,20,55,M,USA,0306958cebf87d73009ada2aa74abdaf8cae56d9
234,9764,9764,1971,35,55,M,DEU,a29b93568c7e208172c4621e235b83bede6f1171
235,9768,9775,1968,40,37,M,DEU,9e4542e4ca33be9bfa749efee82b4defb84eabed
236,9770,9773,1980,20,56,M,SWE,9cb416b0573ba52e06eb7ee099e0dee9b0bb72d5
237,9774,9792,1977,30,60,M,DEU,7853fce4c2c640b9c29e95755601e81aadfe72a3
238,9775,9789,1972,35,56,M,FRA,eecaebbd37bba21776854bd768e8782eca06b9d2
239,9778,9809,1967,40,38,M,FRA,77d1fc8b4e13065bb7cda2964ef77bb134924fd6
240,9778,9808,1973,35,57,M,CHE,e2efffde4f07a0c587b14b98eb0834fa54610eb2
241,9783,9786,1976,30,61,M,DEU,06984c615e4ce768bdc1f609b62f15124d2b8ff2
242,9784,9789,1966,40,39,M,FRA,19cdef536bf5df0fa2ccf01fb7c2c954cf395d74
243,9786,9825,1967,40,40,M,DEU,7a9048556bcc2e55d4dbc4c1a7d050af8731da62
244,9786,9794,1971,35,58,M,AUT,e875fce55582d9cc1905aba86371364a4793d694
245,9787,9851,1976,30,62,M,CHE,4281d6961752115ac347aff62470cbe4b7754b66
246,9793,9808,1976,30,63,M,ESP,496da93819ab47169391de585556ce7e67aaa611
247,9795,9809,1980,20,57,M,POL,f917fdecfef89f55c1b3ee6d20578e3747abd86f
248,9800,9830,1975,30,64,M,ITA,d664e6d91c7d051b9387b27e726bd7da9531dad7
249,9802,9808,1969,40,41,M,ESP,22d6533734582e609fc8f260d207c6b2a90e5ea6
250,9802,9808,1966,40,42,M,ESP,a1a5e335dcc1644a711eb123986408f6fd4db273
251,9804,9806,1967,40,43,M,NLD,cd8a970d9f5e75571f4b535dc75635402ce7a1b7
252,9810,9852,1975,30,65,M,DNK,885c5a3abda27113a283a85565ef0f43efafd4a2
253,9814,9816,1963,45,16,M,DEU,e7562980bca00d57517c1054a5ab21600c55bc33
254,9818,9831,1972,35,59,M,DEU,496c6730ec47c69e94a0f5448d9495e7bb2275f2
255,9819,9827,1973,35,60,M,DEU,938d3961497b1abb6284f0256253fa75df34c057
256,9820,9851,1964,45,17,M,AUT,acf1d0ee83bd14829a7a8be38535fd2afbc583e3
257,9823,9867,1968,40,44,M,NOR,f8b31ed408eb1e6d3f2c48f2198220dac8174af3
258,9824,9827,1961,45,18,M,FRA,42262518c6fbcda5e65895e0034ed4ccd6c62cee
259,9835,9864,1969,40,45,M,DEU,6f1e83f73b004b15ccb190c59293f1302d3d0ae0
260,9836,9839,1960,45,19,M,DEU,a77d64ef551871bd8cf10df56da39a16bf765dce
261,9836,9852,1971,35,61,M,ITA,15e812ff72279acfcdae938cbb7e7419a23c24b6
262,9848,9890,1972,35,62,M,POL,c0c3f0371b9657e2ec5be2519eb352974cf1c6b6
263,9848,9851,1969,40,46,M,DEU,1f4ec82a0bf5d4492c249bd816650108cd9969e3
264,9851,9854,1963,45,20,M,SVN,5f0867f1d81cc0bf467b1a659d3867bea0ac6582
265,9851,9901,1969,40,47,M,GBR,f42f101a03a1854179437840ccad7498356ed1bf
266,9852,9876,1964,45,21,M,ESP,3194761dd75f69aab7e5cbaf724b0f7879a40afc
267,9853,9853,1986,20,58,M,DEU,695261f39cbff3663648361b0e9bde98f5071113
268,9854,9868,1969,40,48,M,AUT,b5d7ab9228ceaf42a5d2189a5edbb8b3f75149ac
269,9856,9862,1973,35,63,M,POL,1caea47c2c62ab8eb3706310f505a2976d6e0b89
270,9864,9951,1960,45,22,M,GBR,5f7be2c0967a4286eee742e31069d35f72a933e2
271,9864,9971,1972,35,64,M,DEU,82b2bee101f863bdc2360e2cdc762dd02f4c6512
272,9865,9868,1982,20,59,M,USA,66ece58fccf2a43488d5c32831445685b9af621f
273,9866,9927,1981,20,60,M,DEU,ca8d2e3777cac23d9fc6add62db6f7c7baf942a1
274,9867,9871,1948,60,2,M,DEU,1036f74ac6c48c579f710d6602044e9707972bd8
275,9867,9913,1981,20,61,M,GBR,c4eb75a128bca3d81ae94f54d16fdd02b2dc63db
276,9869,9933,1974,35,65,M,DEU,7731efbbe19bb197c26949976adeeb1844cd627d
277,9869,9887,1964,45,23,M,ITA,61d9c73fa585d81396bab7dccbb7bb8e7111d76b
278,9874,9880,1963,45,24,M,ESP,e649ff53e22a9d694295440cf245363b38ed2b56
279,9876,9885,1969,40,49,M,DNK,2a0ba69d8a9b604d91af9603df09240d27431256
280,9877,9883,1965,40,50,M,ITA,9a336943335347dd71db909753a6c896bc6b3ea9
281,9878,9889,1971,35,66,M,ECU,615598db63b5d7270c0652f27eacf8fe6577862f
282,9885,9911,1982,20,62,M,JPN,894aa908073bdbd212b0092b75cf5c611f326671
283,9893,9907,1980,20,63,M,EST,1a722bf7dd5db035c2f3de85af922ad6ac79218a
284,9893,9952,1984,20,64,M,DNK,32b3801f8d9320ffecf7fc5ab522ec8d106b78ff
285,9893,9923,1979,30,66,M,SVN,b8d4a5f9212c53aacf49c3141eacd7fd06215627
286,9895,9905,1974,35,67,M,ESP,8f2fd0347c95696b10f6af0de97c453827e47881
287,9896,9916,1970,35,68,M,DEU,dcb753a36971fc7c49e8e469ace98390936e85a0
288,9896,9915,1984,20,65,M,SWE,6319b4598f4c5de6ffb5a2fa6e9da106740622bf
