place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
6504,12870,13049,1968,40,1483,M,NLD,d3dd3326ea3897239343b369c4acd3084fad3350
6505,12870,13076,1974,35,1246,M,ITA,695cc6f4fa1d3782681db4ac147f7c472fbb6107
6506,12870,13018,1965,40,1484,M,FRA,23871fd857ec6e8bd07e4894d8125d725f9698df
6507,12871,12955,1955,50,517,M,DEU,f3a16dd8941ba3d25f04e501fbff738edb55cd31
6508,12871,13201,1975,30,867,M,DNK,622fa7923619cfe18bfe9a90c7200f8879559a9a
6509,12871,13173,1977,30,868,M,DNK,720f4713934582fa3b5ba89d409257d993f0764c
6510,12871,13141,1975,30,869,M,DEU,6386f33e8bb946fecc12b6523042e90b5e2d4f54
6511,12871,13094,1984,20,77,W,DEU,2e4466dbb6741c6e528e26583c94d60e7b10883f
6512,12871,13178,1971,35,1247,M,DEU,ec4ea49b334cfaacb0d15bc831ff497faef0251a
6513,12872,12995,1964,45,1054,M,DEU,4bf4a31a1c9058639463273a2ddec3b64ea94468
6514,12872,13077,1976,30,870,M,DEU,d3f80cea2f020a485de0d2f8b79ec18e6b427b27
6515,12873,13302,1972,35,1248,M,DNK,5a470e6d522ed5b6b9369bc9d8c8027c68a84099
6516,12873,13605,1986,20,707,M,DNK,4d9d7b4f1a0fe7b70ebc771a93b4ad49791534b0
6517,12873,13083,1963,45,1055,M,DEU,3aa2df526014f7d62ced1476b47ce6499e1480e1
6518,12874,13436,1953,55,173,M,NLD,555047c169bb44ad78ad8f3767ce5a5ccaaa3f92
6519,12874,13100,1965,40,1485,M,DEU,93390a29255aa2c6de651fe61179eed90be019cb
6519,12874,13233,1969,40,1485,M,GBR,26fc5226fb20d29efe148ce9c49401d5ee73328a
6521,12874,12874,1958,50,518,M,DEU,3280f76753a6f581b5bedb2a615904b6e1636733
6522,12874,13058,1969,40,1487,M,DEU,a6b9ae47590d33903bb7b9cfa44fdb4d72682485
6523,12875,13417,1978,30,871,M,GBR,967e8f215782cd94fe74a2f97a59ba6be3781097
6524,12875,13150,1969,40,1488,M,DEU,64b412191f91aa682ce22e8398ad3d2aa2bb3436
6525,12875,13197,1959,50,519,M,DEU,54b1365116b29c231dea2f8171f4e613a58da7e6
6525,12875,13076,1963,45,1056,M,DEU,1b6a1e8c2fc8ca18fbe314342cbf43e82cf204f7
6527,12875,12997,1970,35,1249,M,FRA,313bd0a6d47f51f9a08350708887af8543e8f136
6528,12876,13380,1968,40,1489,M,POL,93c10ccf9029765afde44c5154a17d7e44c3a9d4
6529,12877,14044,1988,20,708,M,DEU,fb1e208ed27bf3ae4b9ca6969d9973a4886a1409
6530,12877,13077,1964,45,1057,M,FIN,a2d7c5e04bcff0594776770001657ee365e7f99f
6531,12878,12915,1969,40,1490,M,NOR,f07b247248ae8418686b368f8b803771ff243346
6532,12878,13121,1959,50,21,W,DEU,4276ab329a3513426360efc16495fabdf9fef271
6533,12878,13066,1980,20,78,W,NZL,a394ed9f946adaa9da6a0bd37c2317c6681126cd
6534,12878,13166,1968,40,1491,M,FRA,e2fd7279a592530419d366f606faea3c55f5ed1d
6535,12879,12929,1962,45,1058,M,DEU,3af2639e72c5c258ee57c77ae1993141d473bfe9
6536,12879,13202,1972,35,1250,M,DEU,2f8470d4675281cb4dcd656250c59e50dc60a712
6537,12879,13359,1984,20,709,M,DEU,3458a02e96b4dfdcaa4406a8357a8df64b880c21
6538,12880,13070,1975,30,872,M,NOR,04bc88a0f654a1db0d859a148faeb9d005dd8ca0
6539,12880,13401,1968,40,1492,M,SWE,d0d3d544174381f070f82ed2ae3ab6e7d1abb549
6540,12880,13127,1964,45,47,W,DEU,4d3f4aaa4f9dd48e86bb2ba4f59f703757ef707a
6541,12880,13363,1963,45,1059,M,BEL,6956205f83d142852e61b3b30032964006f40461
6541,12880,13304,1963,45,1059,M,NOR,39e44bca012aadd6844fab14523e204ed5fe23e3
6543,12880,12896,1975,30,873,M,DEU,5386023defa9648c9ad45570269b9d83adad3cc8
6544,12880,13145,1965,40,1493,M,DEU,81dd650df9d50af1aa27cb1f5950e0cbf23286e9
6545,12881,13102,1985,20,79,W,DEU,b112ae0ad39a2ea113d6a35ee792f59770bb4858
6546,12881,13212,1976,30,87,W,DEU,c759f455805d4e23902e39c45c79a83e7028e469
6547,12881,13311,1976,30,874,M,DEU,6439d219c6adbb9e142ec00b2b60772d4ebfe34f
6548,12881,13551,1969,40,1494,M,DNK,7842e87cf28ba10660831a5255a54d2c5fa66a4c
6549,12882,13090,1983,20,710,M,DEU,7c1ffc19d8f31ad4766f18bc0637879945ad3900
6550,12882,13131,1975,30,88,W,CHE,552d09e977b410e7531afc4baae93b587b3affbe
6551,12882,13069,1966,40,78,W,CAN,5392801dac8fa16072b7135177f6aea9b1f55ad4
6552,12882,13082,1972,35,1251,M,DEU,663ee42f46db4450953042af0effb49c18ac8932
6552,12882,13127,1966,40,1495,M,ITA,532ccaf648f337aeeee90355eb4df0fb30db9ad7
6554,12882,13205,1984,20,711,M,DEU,ebc82952b308d60d4f9f9a91e17a483270e7d084
6554,12882,13020,1961,45,1061,M,DEU,21b44b3b21988a04c47897e10225d0157ab88548
6554,12882,13022,1973,35,1252,M,NLD,3f2d79cf64b4a36104d5bad5c4615cd46db58e74
6557,12883,13447,1961,45,1062,M,FRA,b21cb78fc79308c20810fc893f003109f78874c0
6558,12883,13061,1967,40,1496,M,ESP,4985418462c0d9a56f1cd46527ff4b43644fa329
6558,12883,12992,1978,30,875,M,DEU,ffd9299a237704fd3f0754d4458a79c062a92228
6560,12883,13103,1959,50,520,M,NLD,50b59e8204353686e21dea1618f251f6c0e14fcc
6561,12884,13318,1964,45,1063,M,DEU,a19d7de2e2f4b7c3aa1e029a7856cfafcbfc6e53
6562,12884,13093,1968,40,79,W,AUT,b13acf0973aab30cc1431123a5fb5a82e6b7e308
6563,12884,13283,1963,45,1064,M,DEU,e7e87bc9a2cec2e98c89cfc8a34c04ba97ec74bc
6564,12885,12991,1964,45,1065,M,ISL,b5d446a9958de47c856420e3e19651393cf69945
6565,12885,13306,1957,50,521,M,BEL,072e410027216bdc30313586ff34e4f4532f9251
6566,12885,13424,1966,40,1497,M,DEU,0deade2e9a1bcc375310b093f1809197e90755dd
6567,12886,13168,1966,40,1498,M,RUS,f861a77d8ba56b32fe8691de2ac91816bbb733bc
6568,12886,12922,1962,45,1066,M,DNK,2ed68e2aeadd54af332aa33a03e736c380133165
6568,12886,12941,1984,20,712,M,DEU,46029ccaf5a0bd5ea6aa940687e1150f7ea80c3d
6570,12886,13105,1976,30,876,M,AUS,44a72cf285034db57207c39d88a480287d0d20be
6571,12886,13195,1962,45,1067,M,IRL,279be71f60e2ae5fa0a593430e15b8d928b6014d
6572,12887,13141,1952,55,174,M,DNK,484b7656872affe165b6520f7f0fbe311e5fbf1d
6573,12887,12920,1954,55,175,M,DEU,ad0b6f5e11bc29e3c0af6c911bba7f357270af27
6574,12887,13049,1962,45,1068,M,NLD,96fc60eb99dda51a651f4d8263abeb9190c874bc
6575,12888,13177,1970,35,1253,M,GBR,a02529062f85b5eba746dccad3bce5add37b6f66
6576,12888,13083,1965,40,1499,M,NLD,f4ca0e81b9c66156874b619a04e1956ec3412619
6577,12888,13096,1960,45,1069,M,GBR,46a573e0d82ae4ceb761a82d80208c61b8cb98b2
6578,12888,13164,1974,35,1254,M,FRA,f817bbfa4691ac5f80cd940d32224fc7cfc689f6
6578,12888,13369,1969,40,1500,M,NLD,20fc42920fb1789cd4f36ba8e15cc769aabb1800
6580,12888,12965,1977,30,89,W,JPN,81a94f6b625563100ca34eafc968efab68167df3
6580,12888,13107,1972,35,1255,M,COL,94c06888b6a4cdea9d3c5de3525f0ddc54938481
6582,12889,13070,1975,30,877,M,GBR,be279246f7df5c41e83a4336cd02b5a6c3cddba8
6583,12889,13239,1981,20,713,M,FIN,d3dfb3022fd53913d105a83f1f9e77891e2d4fae
6584,12889,12945,1951,55,176,M,DEU,3e70fce68a5a775a0219a100d22d2f93907a7b82
6585,12889,13499,1978,30,878,M,DNK,b2ba7db0d51f0d4e6fc69e406f9e1ce8eea33957
6586,12890,13084,1978,30,879,M,DEU,82998ec295ea775b05e93fdb015544d13c4f0546
6587,12890,13201,1964,45,48,W,DEU,9d5dbf7106fb76e388cabc7eaf4f2d1ed325b8b5
6588,12891,13067,1951,55,177,M,DEU,8e6660c0dea7cc8c6627571d36981b353f525426
6589,12891,12960,1982,20,714,M,GBR,08ef1d952ef49cda68c5d9e121d217bdb64c93c9
6590,12891,13381,1969,40,1501,M,DEU,ae4a19a819f026cf9cc10fc276215dfde610159f
6591,12892,13150,1974,35,76,W,NOR,12640003f40ea221ca937a37e06aa11bcaa5ed60
6592,12892,13009,1964,45,1070,M,FRA,c0ea3f315384776f76232b1d7f2ee6fd34741ce6
6593,12892,13260,1971,35,1256,M,FRA,6aee436df5c91c1a79c9e4dae6ecf2115cfe1bc6
6594,12892,13172,1961,45,1071,M,DEU,5869dc33552998314d54ba56109688750567a414
6595,12893,13060,1963,45,1072,M,DEU,9412aa3638d9c6933d8905e2586f5dabf8c01cd3
6596,12893,13036,1968,40,1502,M,DEU,ad6c51759d81a3ed9372981c5c5034395bdc2e5a
6597,12893,12999,1956,50,522,M,DNK,bee7cde97db552ed411389b81b1753fa17c16106
6598,12894,12918,1970,35,1257,M,FRA,18f0326ecce257910d2189ed4bb5512417657c9e
6599,12895,13368,1960,45,1073,M,DNK,092571e5d7d5f50e8303414da3f48a1c653042d4
6600,12895,12957,1974,35,1258,M,DNK,926e0ddc61afcd101fe48804108c129c3af9553a
6601,12895,13001,1966,40,1503,M,DEU,6aaf896808bbb6c05a0b3c14faca5b4eaa7e035d
6602,12895,13208,1968,40,1504,M,FRA,b8f51f8af84c66eef430badb5d3524532f5890b4
6603,12895,12983,1965,40,1505,M,DEU,f60482007b0b9fde2ba4897e5fd701fdb92d4227
6604,12896,13163,1977,30,880,M,GBR,253e838786447909cee1fdbd17f08797bc8d6f9c
6605,12896,12959,1964,45,1074,M,DEU,52911ddd29877564abb7e082c43bafa925c46f36
6606,12896,13139,1963,45,1075,M,DEU,49fa1a72633f389d5d8e44691eff0af447a9a287
6607,12896,13070,1975,30,881,M,DEU,4d1d7433ba5fa1c9d8b68ef5790b67fb2848f91e
6607,12896,12934,1974,35,1259,M,FRA,6c70b2d4667e0a23f608515cd6764fce2ee7b2dc
6609,12896,13099,1963,45,1076,M,DNK,2365024991917deda57c25842f7339d1b5dc132e
6610,12896,13160,1968,40,1506,M,DEU,d797d96c83966c4858150f4f2aa3ce1899b2db34
6611,12896,13001,1965,40,1507,M,DNK,0a62862d0ac5ecd9c04e440cebcd2f002bcb534f
6612,12897,13170,1963,45,1077,M,NLD,b65f643a3173d42249518ad4f7339a87b57d53d2
6612,12897,13047,1971,35,1260,M,DNK,2ac0c280698a52bba856c1aa11b9b3250e34b1dd
6614,12897,12956,1979,30,882,M,ESP,46450bbe801b596d469ace3921f4f5399972af72
6615,12898,12994,1968,40,1508,M,ITA,391d6690996ecaf6bb35424f6b52e678da04041e
6616,12899,13078,1967,40,1509,M,ITA,a411a698050a1295756dd5697b637d4da1b615b1
6617,12899,13183,1953,55,178,M,DEU,635ec193bd4e64a665d7d7018094145ce0acb3da
6618,12899,13049,1975,30,883,M,DEU,cf1c7509848f99e27a624b421462ac10ec7b2da9
6619,12899,13178,1965,40,1510,M,NLD,e1c3c8ec436d63f6057c1beba295002210233597
6620,12899,12989,1962,45,1078,M,JPN,de2161f42955a289e4f4580dda5f894a88535985
6621,12899,13338,1969,40,1511,M,DEU,7e7f0b87278944200ee4770e62c4987ffb498c9d
6622,12900,13870,1953,55,179,M,NOR,64844830e7696a525cd4748d1835e8ceadcabad5
6623,12900,13305,1960,45,1079,M,FIN,7bfcca5c9b89306301a81bcb5a81cb99df492ba5
6624,12900,13419,1979,30,884,M,DNK,3ce0d71f1bf388480782b44c458bf406623730b9
6625,12900,13113,1972,35,1261,M,DNK,cef4658b80a3777ebb9780cadb821dc91e62035c
6626,12900,12993,1979,30,885,M,NLD,08cb2a3656a33b2e270e7a3a0dca5dcddbd58a36
6627,12901,13168,1968,40,1512,M,DEU,0a6212a3e5f6ed33920955e2a92200cd8e54c65d
6628,12901,13059,1962,45,1080,M,DNK,227926b3960d4c093bd5c5b465f5424508b40dd6
6629,12901,13061,1976,30,886,M,ITA,7ffcefe7dfa4ef31907c332ebf6f114a1a9ed3f9
6630,12902,13193,1970,35,1262,M,DEU,5c5e817b014a5d4e772b7dbd67d2be7f36822aec
6631,12902,12950,1977,30,887,M,NLD,f3f54ec8b155de182a42555d5f29cc6456bf329e
6632,12902,12974,1984,20,715,M,DEU,a881b59c6df89c7ac8f559f4928842aa37959918
6633,12902,12986,1965,40,1513,M,SWE,3576874036bb92704c59b8d3c75bd299c2fae69c
6633,12902,13060,1972,35,1263,M,DEU,66ebe311652e901240751d12357920787f24d9d3
6635,12902,13013,1967,40,1514,M,FRA,0d2d91229237cdcce2a8d5b91a137885c6ea12ee
6636,12902,13502,1979,30,90,W,GBR,cbd12746cd7c9e588437bd3eb54e7932ce362f6d
6637,12903,12926,1960,45,1081,M,DEU,d20978632f6e442099d2032ab522374935178c76
6638,12903,13100,1976,30,888,M,DEU,9501ad1c75d22e10ca07169b76a7476e7f3264c8
6639,12903,13051,1977,30,889,M,DEU,d9a444cd656fe6fd7fa4a5b8a5d2f8412803aec5
6640,12903,13048,1982,20,716,M,DEU,9c7612c1f3c350c99979468e74a66ca3cef9bac1
6641,12903,13024,1967,40,1515,M,DNK,200ccfa23eb631cc600f428984c9f95639e4fd45
6642,12904,13145,1966,40,1516,M,DNK,b335c34669d4659dadc678733461577ebd935a37
6643,12904,12946,1964,45,1082,M,ITA,18f258209fac16fa28d3f0517d20db9540de0d19
6644,12904,14023,1974,35,1264,M,ESP,aff6983f9e14238e3ef026b96ed7e745236bfd1d
6645,12904,13029,1968,40,1517,M,DEU,a43de84091383c71c01532ea46c4d53317720724
6646,12905,12989,1971,35,1265,M,DEU,448011b2baea518ae84b2f22e0aa28208fc607bd
6647,12906,13166,1965,40,1518,M,DEU,1c3fee10565c0f10df3632a5d08c481908f2bfa9
6648,12906,13024,1967,40,1519,M,DEU,3583aa582325e692cbf326816a3eeca1e0c4c12b
6649,12906,12957,1971,35,1266,M,GBR,f4f0bdef172218ef48cbe19bd3f7ab22f0dcf363
6650,12906,13493,1958,50,22,W,DNK,438401cbaa8d64c246220003e0c9f87dcd87c3d5
6651,12906,13090,1977,30,91,W,CHE,17af3a8d3b626324b7eaf5daf150a63311f705a2
6652,12906,13039,1972,35,1267,M,ESP,bba454915f9722c92beed3c8385a3dd5b55efd8d
6652,12906,13180,1973,35,1267,M,NLD,eaf775a141a11366215eb085170df628511b3379
6654,12907,13471,1969,40,1520,M,SWE,720d90809120d27f803ff400da1076aa525a6b04
6654,12907,13226,1972,35,1269,M,IRL,31cdef9a86c519619b7481076e1407e1bb6ab29a
6656,12907,13074,1969,40,1521,M,DEU,d203de895ae93c48a3f135dd9e47db9ebf46e233
6656,12907,13019,1971,35,1270,M,DEU,906c7d7e337f93a31eacc86ceacdfec10a0c2515
6658,12907,13196,1973,35,1271,M,AUT,b4b3eb740212d7e7daa7519a1c58bdfa2b06c371
6659,12907,13086,1972,35,1272,M,DNK,becab5d46cb939f6a663f24f550def8aaa021732
6660,12908,13509,1968,40,1522,M,DEU,b9dfc56c85225bae969d910669dd3502b32eb90e
6661,12908,13036,1984,20,80,W,DEU,06166df56fdd75282665f44713cfd6630094434e
6662,12908,13460,1976,30,890,M,DEU,0491a312654345c25eb60737cbb67ada6e7cab60
6663,12908,13180,1965,40,1523,M,DNK,3492b4dd4af8dd143ceb142925872004a73d4360
6664,12908,13110,1978,30,891,M,BRA,2747993965f09f6776d3dbaaea5275b5dd340cd0
6665,12909,13047,1960,45,1083,M,FRA,feb646cb0a53f6e4c8d6000b078ca935260f2e4f
6665,12909,13041,1971,35,1273,M,DEU,b3aee7abfe9070c5740a69ff2c19dd316f5b0169
6667,12910,12999,1962,45,1084,M,NLD,721eeaf11d24285e2512fb1491ccc71473829cfc
6668,12910,13232,1981,20,717,M,DEU,6a347f1950e1c3d8f32c4125cb748267ab68b51a
6669,12910,13543,1969,40,1524,M,DEU,b27f93d2dffc699253dbb896b93c1960ca438dbe
6670,12910,13319,1961,45,1085,M,DEU,b290a53e0d032143d054c77d8f488c75cc4b4d40
6671,12911,13370,1976,30,892,M,DEU,d08c46af3b8c844742d22faee1b772fa1eef2e80
6672,12911,13494,1984,20,718,M,SWE,2a006e56bd43ccca2147bcaa2d6ed6cce5ab80a3
6673,12911,13494,1972,35,1274,M,SWE,d52a92465ad9f5e899adbe4a78a760939666b058
6674,12911,13014,1980,20,719,M,DEU,58d0dcfcfc617dab964403830dac226e72935ed2
6675,12911,12982,1967,40,1525,M,FIN,155a5924941713021d22ac5bcc40ade7570c574b
6676,12912,13170,1958,50,523,M,DEU,858b5cfb19f2211bf30c65fdc4b519540649619b
6677,12912,13120,1972,35,1275,M,DEU,7f7c046502edf66aa8737469ebdeda7da38821f1
6678,12913,13271,1981,20,720,M,DEU,a42baa02cda7b7979cad91a599675390cd16c857
6679,12913,13127,1972,35,1276,M,NLD,d5f272c82d9451927cdab3434cd465c462856a30
6680,12913,14241,1982,20,721,M,DNK,5010ac805708d94f1ec0c846b7f016fbe2fe2475
6681,12913,12996,1956,50,524,M,DEU,cf33063da314f0c7448e9244bfa735bd08d5f813
6682,12913,13195,1977,30,893,M,EGY,a052563af85801eec8c68c7bcca5ae23321c853f
6683,12913,13236,1975,30,894,M,IRL,09bb6195b3eb4ae9c440677d6e8d6d7ccb841737
6684,12914,13146,1978,30,895,M,DEU,9e9c5ea0df17df93914f8bd5ac29cb4fed01bbac
6685,12914,13315,1988,20,722,M,NLD,908d58a4abf9fad2f4b82328de1d0ab348a13329
6686,12914,13060,1959,50,525,M,DEU,286dbc3f8cdd29046b19b3024feeb8699ddc0523
6687,12914,12995,1971,35,1277,M,DNK,c07faa256c4602b8acc07b892a9b98990101f4e8
6687,12914,13174,1969,40,1526,M,ITA,542c41f6ebbf1fe4c091d46c42a42edb43ab5a5d
6689,12915,13148,1958,50,526,M,AUT,7e48d327db0377fef90a1cd972cde9b3cb9e8970
6690,12915,13337,1972,35,1278,M,DEU,6a8ce386e1c2f907ee2d47a71710672982e60f14
6691,12915,13063,1950,55,180,M,DEU,82c78ac099b6cbfb29cb8b800b566a288e9ae11a
6692,12915,13062,1961,45,1086,M,DEU,956929f729e65d0d386dc8a9ec8dcfd1fee188d5
6693,12915,13100,1964,45,1087,M,DEU,3567156b07db230e87b7baaf60082946d59a5dfb
6694,12915,12964,1964,45,1088,M,DEU,d1439143c0046f9a952985968c1144df4d3a57e6
6695,12916,13220,1978,30,92,W,FRA,a6a5f64bbf03f6070fcc13bd4230e6b30274408d
6696,12916,13380,1969,40,1527,M,USA,1f973fdad0e15b4099d07c6363a8be8ca5018687
6697,12916,13295,1980,20,723,M,FIN,3f0949f7b9b668bd89a3a5139de6125702f44619
6698,12916,13926,1983,20,724,M,DEU,f32cfab919202292bd3a1c81c36b0c305ac37009
6699,12917,13288,1978,30,896,M,GBR,1346af3b05a46face73c24e1ab2dfcfbd406bb6e
6699,12917,13161,1964,45,1089,M,DEU,f7b9caa89ef4f8812e6db81d4f07e0ab2e78c0a1
6701,12917,13114,1961,45,1090,M,FRA,eda4742ff1f422f69005e705c5813d3ecbbee8d5
6702,12917,13099,1962,45,1091,M,AUT,fb70c4b9bc96c8a2a5f045512facb7d8b0e65c90
6703,12918,13131,1967,40,1528,M,ESP,8d1f0137c4fe1d5bdcbfc455b7c11b7068a0f00f
6704,12918,13115,1970,35,1279,M,DNK,f43d2135f3bd942993ed984a13a50d067db7e894
6705,12918,13003,1957,50,527,M,DEU,b907d9efb327a23d12ae13e5e090a35c790ffca2
6706,12918,12953,1976,30,897,M,FRA,60c36feb07c320313e9757dca32ef21f75e8d095
6707,12919,13170,1964,45,1092,M,GBR,ed0c6f17f0ae523c45e4b44e6601f2f5f3d72d6f
6708,12919,13046,1976,30,898,M,IRL,7dc14c9a6f6960b0df8471bd00530681abc52aeb
6709,12919,13045,1955,50,528,M,NLD,ac0ce93ee2aac3d6f6c4a47fbd4332b3ea5b8c2e
6710,12919,13136,1967,40,1529,M,CHL,904dfb491bd04448843adc5c0519c07be902b25f
6711,12919,13213,1984,20,725,M,ESP,7a28eabb73a84ca484cc27cc1c573cbbadcfe4fb
6712,12920,12990,1955,50,529,M,FRA,f9432c8f342e878619682e09fb82bb3c3da5cbe2
6713,12920,13191,1978,30,899,M,NLD,95189fa045692327ca44f707623c7ba8f383d712
6714,12920,12920,1965,40,1530,M,ITA,246ccb943229103da67e412e4ab7fb350e236b70
6715,12920,13022,1970,35,1280,M,SVN,8457c307394da034d4ea2c59cf073442bb407ccc
6716,12921,13135,1974,35,1281,M,DEU,586f33faeb3135b2e8aacd07ae3a67fddfa9be91
6717,12921,13015,1971,35,1282,M,DEU,76e6e78089d988db54a16780cb58e07ffbe41f7a
6718,12921,13170,1968,40,1531,M,AUT,f133cff0ae6ef72da946717c36161c37fe9e804e
6719,12922,13485,1989,20,726,M,DEU,d563b52f6bf7d637bc043860e9037326f5774430
6720,12922,12927,1983,20,727,M,GBR,83be037fe378fc6526956267175a864bea7088d6
6721,12922,13291,1982,20,81,W,GBR,86a12b4fb0c1730f231f3ce26929e57072f36cac
6722,12922,13118,1979,30,900,M,DEU,ee622018f65d8cc2bd10128f0c3c6d974c3a0491
6723,12922,12985,1977,30,901,M,PRT,dbb14226621ac5cecd39e8eb7744ceec740e0923
6724,12922,13565,1965,40,1532,M,FRA,099094a3a87e8bba2eaf8de47db871f96a3e160c
6725,12922,13599,1979,30,902,M,DEU,86a9079263ad7ba85a0e72e631e12664efebd2e7
6726,12922,13074,1963,45,1093,M,DNK,03ecd2304a94b7db94b1ef953a951ec41a03aca0
6727,12923,13399,1964,45,1094,M,ITA,72610adbbbc4dec1973c4739412ac075802ac947
6728,12923,13157,1963,45,1095,M,AUT,1c04ea7e3954d921d3bf28b3c81e1f39cbe28185
6729,12923,13085,1956,50,530,M,DNK,097e27733e6d732574282efadff156ef65e1f3e0
6730,12924,13203,1969,40,1533,M,DEU,17c7b27bda54ef4384116e1ebcfde84ecbfdc77f
6731,12924,13797,1976,30,903,M,DNK,efeeb98acf4b691df06a4369d5dfef02ce73f597
6732,12924,12954,1975,30,93,W,DEU,4d53754fde958e8f779d1b4fe825dd61255aa767
6733,12924,13292,1982,20,728,M,DEU,b61497afc8d16aa3d9706254fbae1c5c25923b32
6734,12925,13091,1966,40,1534,M,DEU,f9c7026b318e82069bb16f725aa4b61698632b8f
6735,12925,13108,1956,50,23,W,NOR,eebed3d1fa0007bb6d2242a620b4da75c0b7ca64
6736,12925,12985,1965,40,80,W,HUN,c4b5618c0dd74cd7ba0a7c45712728e92269ccfe
6737,12925,13105,1959,50,24,W,AUT,3db55bdcc0c37fe55928b7d8edffe769b70f3674
6737,12925,13376,1962,45,1096,M,ITA,838589ee7a40e3d97fc9b8db1348b2efd543926c
6739,12926,13051,1974,35,1283,M,GBR,85f824c96f91b36380fbded7dd452be0a9a1964c
6740,12926,13224,1968,40,1535,M,DEU,052d3fa8edb170f9f61fdb468a60e19287253e08
6741,12926,13338,1974,35,1284,M,DEU,301af088ffc9db418412dd14021a4adca775ef88
6742,12927,13242,1971,35,1285,M,NLD,5d5b77c1f57f89f2a99766846f98b2327dcaca5b
6743,12927,13564,1978,30,904,M,USA,6f3d766a4ffd36e58e0e57e782c5009cef4c1cc6
6744,12927,13243,1964,45,1097,M,NLD,a207fbe638343f1430b45cccab12921107a09642
6745,12927,13664,1988,20,729,M,NLD,36e8e3080267eb403341d44ca4513609315e2464
6746,12928,13430,1978,30,94,W,DEU,f8acaec840a8df2dfc71add118c831341743c734
6747,12928,13058,1954,55,181,M,CHE,f0527bc7004c0ecacc71ded155f71483789ed210
6748,12929,13061,1973,35,1286,M,DNK,950bc37f241c84bce9208ccee00e854c69ae0a87
6749,12929,13270,1972,35,1287,M,DNK,4b1dc1470e1b8be77e1d4a5f97673751699df56f
6750,12929,13072,1958,50,531,M,DEU,d13e33fe1822629271df4e0366301349bf001ad3
6751,12929,13037,1973,35,77,W,DEU,b0ea79315985f20061e17f5251d4b77d535630a6
6752,12929,13190,1978,30,905,M,DEU,6e78227f6bcef3e2ab73c5a47db065d554b89201
6753,12930,13285,1967,40,81,W,JPN,98e064ec5034f4de8137138c3bfc5c2d2b6461ba
6754,12930,13150,1951,55,182,M,FRA,c0675589207ce47768386d80b9559220f509e62d
6755,12930,13177,1973,35,1288,M,GBR,3a3bc494be0c23ffeb7381511e4f719472bc069e
6756,12930,13433,1969,40,1536,M,DEU,181765ef83da1bd782e03caa65c844b222a773bf
6757,12930,12978,1969,40,1537,M,ESP,39ae23238fc92e52a266436c35b7cbf147cba4ae
6758,12930,13043,1980,20,730,M,DEU,d481aa716a144d5841f879a0b67376de3b535653
6759,12931,13779,1979,30,906,M,DNK,89d007b30f0fe84238451af9249370b0d92e7105
6759,12931,13033,1970,35,1289,M,GBR,f231dc574bbeb62604660cbc162d1b8642a0a3af
6761,12932,13201,1970,35,1290,M,DEU,052bbff2a89fea419defd82e34901db687ef2095
6762,12932,13340,1964,45,1098,M,SWE,ac1e4774ee919c665eeadca15c2cb11099192385
6763,12932,13021,1959,50,532,M,DEU,9f8d61081b2d64b317586039315cce605c9cd7e6
6764,12933,13404,1972,35,1291,M,ITA,084308bd512082f2dda9a573853baa55124b8560
6765,12933,13177,1972,35,1292,M,DNK,669d875d74c6e087a9b59ba4ee4b1761895d09be
6766,12933,13141,1971,35,1293,M,AUT,271cf9a6dd2955ce63f730f32666c56eb2c21c0f
6767,12934,13699,1983,20,731,M,GBR,994993c5438bb5ae468fe41b1797e34672912172
6768,12934,13026,1965,40,1538,M,NLD,6022b740d94811fbd3ade236cdad6c5586c1c4fe
6769,12934,13027,1956,50,533,M,DEU,c930a6db1080ef0e125f664ab6801c109e12d379
6770,12934,13039,1975,30,907,M,DEU,025e4238636d4c7b77af8a48470ba8c11913053f
6771,12934,13027,1967,40,1539,M,NLD,00774a3f20c109dd6077f24150a1c4d6f067bf54
6772,12934,13381,1977,30,908,M,DEU,5986bcdeb675b561de98e5dde4e3e5b13d9cbef6
6773,12935,13100,1964,45,1099,M,DNK,1c2fb068cebdde7b95795586f34ca9ec414dfa58
6774,12935,13072,1960,45,1100,M,DNK,bf4599b7d2d6dd2a8d86ffd329ba0e2819e36a9b
6775,12935,13035,1976,30,909,M,AUS,4feecbe2f28ac083ab5b7858c5e9b04f5203da8c
6776,12935,13052,1960,45,1101,M,DEU,1edb342d774010255931a6afcf7967e25c6215a3
6777,12935,13881,1978,30,910,M,GBR,98db673d805e6fb016770c3f76d82cff65e370d8
6778,12936,13304,1958,50,25,W,DEU,d67c15c00ae670c8dcd5318b7ade23aec90b640c
6778,12936,13117,1955,50,534,M,AUT,72bbbe8380fb1ac2948340e29521f5d39fefa14c
6780,12936,13254,1972,35,78,W,NLD,aac901db05b6f3bf0c689d1130452adf9ab2a6b9
6781,12936,13039,1959,50,535,M,DEU,f4a60a736920bedf47b57ab07c83b95bc7aa98a2
6782,12936,13316,1961,45,49,W,DEU,7c5053125f73faa8f8140985e02521a9a76599c9
6783,12936,13064,1966,40,1540,M,RUS,d2f3c86f8f108036b7b9956af85d2097e8b83315
6784,12937,13236,1986,20,732,M,DEU,e8e7e5c7466369f7c76fade3b785c6429b2196e0
6785,12937,13144,1969,40,1541,M,DNK,7d9911724c0bc4a294da5058cfe23a31f021db4a
