place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
44,8862,8864,0,20,18,M,CAN,63a77fbcee74539f569278d58e1af10fe729da69
45,8872,8874,1970,35,5,M,LBR,de4dc480159964962b741e5c6bfb8ab3de1008d6
46,8874,8889,1982,20,19,M,DEU,85bba277bcba4ade4f62723058ca25fc2de3e262
47,8874,8878,1978,20,20,M,GBR,105731e0116bf9c7ee6d9f6a82d49be1b263c5b4
48,8884,8901,1982,20,21,M,NIC,d228664aa3f954cc0c7b16c119037ed195c8663a
49,8888,8892,1980,20,22,M,ISR,68d75eb10dd0e3a696ff449fe09e75cfdd24b51b
50,8897,8900,1977,30,17,M,FRA,9fa0e31165785a5a84310a161d6bfd305e099fc2
51,8907,8910,1974,30,18,M,GBR,db62dcae3f11b01fd607c5b3a468aff462d1ac3e
52,8911,8913,1975,30,19,M,POL,8b5aeb86fbf20680cb6dd9a3bfc7cce62c8d7eaf
53,8913,8913,1980,20,1,W,JPN,b0bceebf1ac2a5a0e01f8701b6ab88c04493df24
54,8915,8928,1976,30,20,M,GBR,f26d3c533c82f1db705fbb5998a7644d913024bc
55,8920,8936,1975,30,21,M,FRA,9a79b58f61d7c26ee38b50ddee2d1420bafe38e5
56,8941,8947,1982,20,23,M,SWE,231c3219bacebf2bf9c2a2299780382ade9535c3
57,8951,8961,1974,30,22,M,ITA,f4fecc576d7dfa78780cbca2d170a128c5080d29
58,8952,8959,1980,20,24,M,GBR,39998933ee19e82de0e8a2618928e3a87988dfd6
59,8956,8962,1977,30,23,M,SWE,f36bf76dd2f19c89530808c3e099855d75a00c9d
60,8967,8976,1970,35,6,M,FRA,b52597ad432e70c1313e3b34135ab893c292b2e4
61,9009,9017,1971,35,7,M,DEU,3aa7176e5a07bcfe92193d9e5a49e0202f15dcb6
62,9019,9036,1964,40,3,M,DEU,d3454d5e3df34b183f592a58f2605bb547f2f20a
63,9036,9065,1970,35,8,M,BEL,048fddf6ec9f779bd054fa24a979f588cae19017
64,9043,9043,1972,35,3,W,GBR,4b308a38bfd26faf165d150155bba7405a39e16a
65,9052,9064,1982,20,25,M,GRC,dab2d1a47dc1e9617ed41c8f30506c68d8497a43
66,9093,9093,1976,30,3,W,KEN,4d458484147cc5c23bb62fc83de31734d9f07bfc
67,9095,9100,1973,30,24,M,CHE,69672e0d08d7483d798f374fa10d50f7e965fb92
68,9101,9101,1978,20,2,W,PRT,aece830357e7e21b6fa810d83cc6766caca4948c
69,9118,9126,1978,20,26,M,SWE,b283ba4ecfc3f761cb3a265b83998ea77d3b17ee
70,9127,9132,1964,40,4,M,DNK,93f67fd61341d272ecffa8bd4d821de1d31b4bd0
71,9142,9154,1983,20,27,M,DNK,90040fe21ab975b655cf9996dfdaabaee34684b0
72,9143,9147,1972,35,9,M,SWE,e038efadb114118475f9614f7f826f1ed01233f3
73,9144,9148,1976,30,25,M,FRA,bbd98316d5f782548588ce10fc452ba0b0a4d78f
74,9160,9172,1976,30,26,M,BEL,9c2b6cd50da83013aad249abe7ec0a74763f22bf
75,9170,9183,1974,30,27,M,AUT,2c08d30a072d8ec989f16cfc5d687a22605fda33
76,9177,9183,1973,30,28,M,DEU,88f47763016cf5f234268b2e7df25356c1b51c71
77,9181,9188,1968,35,10,M,DEU,975530a2c4bee6ebff302015a2297a233207d9a8
78,9188,9192,0,20,28,M,ETH,275124349cb34745dd7b901c005b225c6aede3e1
79,9189,9193,1973,30,29,M,CHN,0cbb3758cf7da4b61f90917026494c2b3b5ef9be
80,9197,9204,1986,20,29,M,DEU,d2ce3c73fafdfe63309f5a0468065437ae9560bd
81,9197,9207,1973,30,30,M,ITA,26e99be8376e8e770dcf81513955afe2ed09483f
82,9221,9224,1976,30,31,M,FRA,0af80f1953820f7c9ecef01e745f2c3cd231f6ba
83,9249,9257,1979,20,30,M,DEU,2fe8dbe5037daff3a517b122538c70b1f57a5e00
84,9255,9261,1965,40,5,M,DEU,cdd0faa7a3b957ede95a83afb50a0e1cba43c125
85,9286,9306,1964,40,6,M,BEL,562ba8cb7fabecfea74c811624d8b0ddec68904e
86,9302,9312,1962,45,1,M,AUT,ddb32b3d4c147b0e330c67909648df6afbb25c20
87,9317,9331,1963,40,7,M,AUT,e964404dc06fe0a5d45b11800c20f4934753fbe3
88,9319,9331,1971,35,11,M,AUT,b04b1afc96df7cac8323cb08aa62bf678eea742f
89,9319,9334,1962,45,2,M,DEU,441a504fb2d05626605c6dabe10b7d5824c079c3
90,9320,9324,1970,35,12,M,ITA,260d23e1b0bd80951410c0fd00b22ec7c362b4ac
91,9323,9345,1981,20,31,M,SVN,5b1ad5f60578dc3aa0aa18190fbc9dfb9997b205
92,9324,9343,1960,45,3,M,POL,f94d650b589a8f1c50a45cdf78a23457a86e5073
93,9328,9346,1972,35,13,M,CHE,2637d65bbc82a75595da5d3e4089a990e1f4073f
94,9343,9391,1974,30,32,M,GBR,0c5853e684575886c52e2880a3451ac73fca69c7
95,9350,9354,1968,35,14,M,ITA,e417345aaeb9b71ea06ae9265b8a00735399f5f6
96,9357,9357,1974,30,4,W,CHE,c81efd56b679386a41d55a954ae2b44e860bed98
97,9366,9371,1969,35,15,M,DEU,35b4b08d324d9fbf9557eec7e23b88d10b29fcef
98,9372,9378,1978,20,32,M,DEU,7537a38c4ee799d63ddbc4c906a33ac979e420b9
99,9379,9385,1961,45,4,M,DEU,78ce51c2f8fcd36e2200b1be19d703f47e8351ed
100,9381,9384,0,20,33,M,AUT,eb431c42042955ebb96e04c4e2c951ef9d63f091
101,9381,9381,1973,30,5,W,AUT,fb0a451450bc54b2900d7b2f90f38a6b57c89d87
102,9383,9386,1966,40,8,M,DEU,93407709e585b6ac588c5e2deb6b5240c5d1ba15
103,9390,9406,1977,30,33,M,ESP,c85771f038bab43495458c4d684a82512de1c8fd
104,9392,9395,1956,50,1,M,FRA,37be3fd33db204a514888cc02c8903f2ae176466
105,9396,9400,1983,20,34,M,DEU,091b4c8e446343e43d5266339af8ca3dc204c8ce
106,9398,9412,1972,35,16,M,CHE,70c07a8b0b32e969b44e5e993b784eeea12f0c47
107,9402,9407,1970,35,17,M,IRL,00f8b1c4fdcdd467d5f3f76513e61405cca47694
108,9413,9422,1968,35,18,M,DEU,39850d5afd786e0611477b7139a9fce368f104b2
109,9415,9418,0,20,35,M,ESP,14b9b415d156d9a965c6a295d17d799a334f6970
110,9418,9418,1971,35,4,W,ESP,5de92c36664797ca1cf369fab4891a0ca61b7397
111,9434,9444,1976,30,34,M,BEL,cabbde9cafd946e7bf72f21beacbc0632594a56e
112,9443,9452,1965,40,9,M,DEU,7f39e81146c661c0e24c6d3524f63e4015b15a8e
113,9456,9460,1969,35,19,M,PRT,cb36440247a05bf681f6ab722542b66356990476
114,9467,9467,1968,35,5,W,SWE,dbeba06575c88cf9610aabc07d353dadb4db20d6
115,9467,9473,1982,20,36,M,DEU,342527f42579a4675fb38d18eb4671598a9e7654
116,9468,9475,1976,30,35,M,DEU,9bf38aa7d9644599a49a00a6deec419328db14ba
117,9470,9470,1975,30,6,W,JPN,be25894e6a47be0032deea8fe6734ce0771ad257
118,9472,9489,1964,40,10,M,ESP,1227149c5d0a10800576f63520347ffb79ae002f
119,9475,9481,1965,40,11,M,DEU,b85cb1a90bf73f769702a5b5b1886a21127acb48
120,9494,9504,1971,35,20,M,DEU,826589d3e92c115fe76bb9b114a9b70b1f7c6eb8
121,9495,9515,1971,35,21,M,DNK,fdf8edd02b02025349064e7501244a25894ad772
122,9496,9518,1968,35,22,M,GBR,c4b8e36e635daf800cbfb9d9097cdb3cda7b98ae
123,9501,9519,1978,20,37,M,DEU,6c3cbf3433d3fec18695007e6d26abfac2e1abdb
124,9502,9508,1962,45,5,M,POL,2d62eb3f2beb33e117ba8c91849609d6edec6435
125,9505,9512,1963,40,12,M,DEU,4daf333662113a783484f32a5ea1321f0254fda6
126,9507,9521,1969,35,23,M,AUT,940fb4a453671bff86d2e6998e1a3a31858c82af
127,9507,9522,1969,35,24,M,DEU,c207855128b5ad058ddc4afcbd054dc99cbe99a6
128,9519,9526,1971,35,25,M,GBR,3097129b344fd9e48da22df7e1f5ba3d5e177e7d
129,9523,9539,1983,20,38,M,BLR,9f8427d255f6c8c63faa0951d4bf1103f2eee1a5
130,9529,9549,1976,30,36,M,ESP,d2401387d841b954b080da9351666b0b4ca8707c
131,9533,9545,1974,30,37,M,MEX,76c1860de98b1e57e21fd74a1960ec3949ccd34a
132,9538,9545,1972,35,26,M,AUT,ca457e15a8b88eda0d85cefb4b8a9ae8891012ee
133,9541,9564,1967,40,13,M,CHE,077ac9e156da0bfb4594c211e5730876e5866bbe
134,9542,9576,1971,35,27,M,FRA,3214c8315e94f4a0d05ce201a17dbcb39bfdcf3c
135,9542,9556,1958,45,6,M,USA,6cb9fef762c45c4a58b0c8404b61a1b45cb30711
136,9543,9556,1973,30,38,M,DEU,ada25702d9ab5781885a9e8bf6d7c52a931eff31
137,9546,9561,1970,35,28,M,RUS,976003f1df29ec70647dc45beb42f826d64efbde
138,9550,9555,1968,35,29,M,DEU,10abf8b1da011b05a9d81eb6e9c0e171d32eaf87
139,9555,9574,1979,20,39,M,FRA,c8524f74b8f78ceee5ee6513f3fdb3a77fce9bc4
140,9559,9569,1974,30,39,M,DEU,fd70296e87871826a992ff0137f43b5cc3bfffd8
141,9565,9569,1974,30,40,M,FIN,6b28a3ea64c53013fa9b872eb4bd2bd97446c4cb
142,9568,9581,1969,35,30,M,AUT,430b3be077b9eda5031352b579565f8cecf1b499
143,9571,9571,1975,30,7,W,IRL,055bc2f79713c4c038bb3b38d9dfa069ac1eb34a
144,9578,9584,1967,40,14,M,DEU,ec18ddd831d275aa2d9a59bd78096be34f94f46e
145,9579,9594,1969,35,31,M,DEU,a651bfdbdd95c50ba88cc4ca3d0b06428b11cb93
146,9582,9588,1963,40,15,M,DEU,f30ce6a28dcd0dd8a3bc95022b4ecc6da893ba80
147,9584,9602,1969,35,32,M,GBR,2a6f9ec76348c08932d7fa082e8020168862ef23
148,9591,9600,1965,40,16,M,DEU,52744fac2b202d5b7e58374a9c6015b3b023d3ef
149,9592,9610,1974,30,41,M,CHE,1435d950c74d5a2fe3b81b2a445437387442f2dd
150,9595,9600,1968,35,33,M,AUT,2d6b9da36bc5ed6be112b8f3867d9dfb8d8234ea
151,9601,9601,1980,20,3,W,CHE,7b098b1c3cd01600a8d17aff31bb142f139dfba1
152,9606,9609,1967,40,17,M,ITA,3db98bf4348470b15a7b916a2921e55dc187b420
153,9607,9614,1967,40,18,M,DEU,8a53e2aff9bbd71d846a0088728a3043dd4c1002
154,9613,9626,1982,20,40,M,DEU,e272e93920840886d5e8511128197b46b77e0494
155,9631,9642,1976,30,42,M,FRA,b9923c4d571593dc69bb105bfab2a2e19da6bfee
156,9635,9639,1972,35,34,M,FRA,5e3adfa351c4323766b74a7f31f36f0c415c6bc5
157,9639,9645,1976,30,43,M,NOR,9a5ad3f930bd4303dfd22d0aa229f25ecc72005d
158,9647,9662,1972,35,35,M,FRA,10f02d48fe64be63db756e1288675062e322cf12
159,9649,9661,1965,40,19,M,DNK,1dbe8eeaffc55727017d556682fe32e21cb5105d
160,9654,9668,1975,30,44,M,DNK,24878eb25536a12cf5a7ab3de18529c58d763633
161,9664,9683,1969,35,36,M,DEU,b5b7a8a8fd7efcc4a371447511eb65dc2040650d
162,9672,9681,1957,50,2,M,DEU,b8f3883bd6b4a9ecc15676217ec57eed50befa95
163,9675,9686,1968,35,37,M,FRA,ec4db23103dd2249a372d6f9ca72954d6e15c383
164,9680,9694,1958,45,7,M,AUT,ff9a01551920449d2da2514020bd64e3effe50c7
165,9682,9706,1973,30,45,M,GBR,06685c2e6aaccabfe85fae0610a9ceaafcebb6f1
166,9693,9696,1973,30,8,W,BEL,1c32a6904d29944e4bf55ef5b648f22f3f91a798
167,9695,9718,1969,35,38,M,DEU,6f1e83f73b004b15ccb190c59293f1302d3d0ae0
168,9695,9699,1986,20,41,M,GRC,c375e21fc98641da9672d03162dd0c285a91887c
168,9695,9709,1976,30,46,M,DEU,35d3f407d168849d5741c476e8fbc27a2d4986e5
170,9698,9717,1959,45,8,M,ITA,3edde1b1c2fe6abcaf8adcc21291fe96482cf946
171,9699,9705,1970,35,39,M,GBR,baadb171d5a451790ed616252f155703ca4c1a21
172,9705,9719,1973,30,47,M,CHE,28eff7e780dc8a4cd5383a8c582036e1191f663e
173,9715,9729,1974,30,48,M,CHE,557fccd2b0db13b79c126c8e7a2e4938bd245f7b
174,9716,9737,1965,40,20,M,CHE,63a089f4edacac2da215e8a1d3191369f4e57f26
175,9717,9728,1967,40,21,M,FRA,e0142ade6dcae0b9691bf6f059f435708d424815
176,9724,9741,1973,30,49,M,DEU,869781c1b2321d1d03b52acf6fa4725374f5678a
177,9725,9749,1967,40,22,M,DEU,59323f379266961cf83cd21e27d3f5db68a7f178
178,9725,9742,1962,45,9,M,AUT,f1db8786b9f2b6b3b31d07ea00267cdbb004a40b
179,9726,9748,1962,45,10,M,DEU,9a4614415820f556cd5bacbb8f0512fe98a02d41
180,9736,9744,1971,35,40,M,GBR,69f3b7a2da8e63440de24f5d3dd4662ae2981783
181,9740,9748,1972,35,41,M,DNK,2c56ecad8dbad1d71590e045cc8a7a275ece5e96
182,9744,9752,1982,20,42,M,ISR,8dbfac81bbf58c9129dcca90fd5dfd73eaaa315c
183,9745,9762,1969,35,42,M,DEU,bd50900b6e16a06fe857884a4f3a766aac126152
184,9749,9762,1979,20,43,M,DEU,a4238bbe2cec7ccc2f3ad59b5c3f4999a888b40c
185,9755,9763,1963,40,23,M,DEU,e7562980bca00d57517c1054a5ab21600c55bc33
186,9755,9769,1971,35,43,M,DEU,dc1b5186baa66be85a12f421675de2e062b233ef
187,9756,9784,1968,35,44,M,DEU,2e8cf34d17f9b082f0c201ec5619afcebbe83e34
188,9760,9777,1970,35,45,M,DEU,baf4ca2c539c8ca6ab476203f8664b4f4b1e5e9c
189,9762,9770,1962,45,11,M,NOR,5ef6fdf3ce00fa7c3b3f8743ba5e3200f4228a99
190,9768,9778,1974,30,50,M,ESP,bc893dfb765fc682dc80e925ccc67a519304cabb
191,9770,9788,1976,30,51,M,DEU,06984c615e4ce768bdc1f609b62f15124d2b8ff2
192,9775,9779,1968,35,46,M,DNK,d681e2d34189f0223ff6c6d9966c8de86413e958
193,9778,9796,1968,35,47,M,DNK,95accf59a95ed23da846aa142e042b036c05362f
194,9780,9787,1963,40,24,M,DEU,744ac7b26aeb1e1c81e824d1a9c54b597b899c90
195,9784,9806,1970,35,48,M,DEU,e7bfc59ddbabb64368516128442e76a040270774
196,9785,9804,1968,35,49,M,POL,71204fbd3bf9d0dedcba74994dd082557c642ba9
197,9785,9808,1975,30,52,M,DNK,6c01971095fb316446cbc6a112fd94073bdf4cdb
198,9787,9799,1975,30,53,M,AUT,664fd9f637ab224826f2f030aaa40d0aa6bb9f04
199,9790,9799,1964,40,25,M,DNK,6b8e630d74eec9dba14612324f2be35351528bb7
200,9792,9797,1973,30,54,M,AUT,7797a1a6e6d13b40bd3557e1ce8374a477df5d08
201,9794,9813,1964,40,26,M,GBR,5a1327238b37785c5495a46ee377ecfc3fb0bf0c
202,9795,9805,1965,40,27,M,FRA,66042b43496c5137a95569b0ea61872396f251db
203,9795,9817,1968,35,50,M,DEU,ec06f3cd93b207e6bcdb6f724f1d17291484b733
204,9797,9815,1966,40,28,M,NZL,0dc7ec894dd9015132648438cf53019aef406a9a
205,9798,9804,1963,40,29,M,CAN,0a6758911e5586118820471184f0eb06d031ef37
206,9802,9811,1973,30,55,M,DNK,780bb7f256046c5313823b9209a352e5cab7fd1c
207,9806,9810,1969,35,51,M,FRA,0a5ffca05cc5ed61df1eea5291551ad2c400eb2c
208,9807,9822,1974,30,56,M,CHE,3853f3ab26467d0129957b5fc9f6fbf0b4fb2b89
209,9810,9885,1967,40,30,M,DNK,d626ef56956885a0cdd30d603f5bc8d086c1b419
210,9817,9840,1977,30,57,M,DNK,92e787ddfac3fe66013e314c8a02e7498a097611
211,9818,9823,1970,35,52,M,ITA,d24bc83cab21e1d8ef430f3aa1491f98d835e0af
212,9821,9841,1972,35,53,M,NOR,c3a8d1b03db910cf67a30ae5fd9bb831afb3ca44
213,9821,9837,1972,35,54,M,DEU,c1fe0eb3ecf24cad5f0f7dce9bc132324f902297
214,9821,9842,1968,35,55,M,DEU,7c31ba9324a0ed7d0195d5a904c8d1c1a48a1ab6
215,9822,9834,1967,40,31,M,DEU,33efcef1a59c3b6dce94fcbf1323490b53ab161e
216,9829,9842,1970,35,56,M,DEU,3bcf57e1b717a1a6587d5d852e1a3b23cec58a30
217,9829,9849,1958,45,12,M,FRA,ba78d4f881ccae6fad982c9e9a53b50ae3d32679
218,9830,9851,1970,35,57,M,FIN,4ba71e390716ead76cc644baacdfa3f0cfbf0ae5
219,9831,9836,1964,40,32,M,DEU,252dd4313495fc98fd1215ba7950d574dd3d7901
220,9835,9857,1950,55,1,M,DEU,7af76cd12dc573d64ca4c1a88eddef8ce5215146
221,9839,9842,1955,50,3,M,BEL,24c7ba5a1e8195f1c3c3556a7bd00b25c0403a9e
222,9843,9849,1969,35,58,M,FRA,c672e9c1ee5e6c8b617ec26ebd7611c1337ca7a6
223,9845,9852,1971,35,59,M,PRT,4b76ca5ea6e1b257f606023bc6220adf84561675
224,9845,9848,1970,35,60,M,FRA,3f17d502f6e6ab5071bd609d195a72f8347b4aaf
225,9849,9853,1958,45,13,M,BEL,b23cdb20bb5ed26561d8da35678879baf32c665c
226,9850,9854,1971,35,61,M,BEL,1980bd85be502ea40ad13015400c4c089a193fc9
227,9851,9860,1971,35,62,M,AUT,e875fce55582d9cc1905aba86371364a4793d694
228,9853,9881,1973,30,58,M,DEU,a43d7a4aa973e7db74bcdafeb182012561e421c9
229,9856,9870,1970,35,63,M,DEU,b2038eedcdde7b8558ceef4c573db6eb4ac6ec12
230,9857,9872,1981,20,44,M,USA,338a4fbfb3c2c8e348d85ab4e6c6c6c8832fdeb6
231,9859,9896,1978,20,45,M,DEU,010b165d306241ed6b4590b4c997e94978fb8b46
232,9861,9873,1968,35,64,M,DNK,5dbd14f2eb11d0a56b29cde44dd5cd98111bfdef
233,9863,9874,1954,50,4,M,DEU,b45d2cc66c2b0c7f2dd72d003affb814559db6b2
234,9865,9885,1973,30,59,M,DNK,852de8918b4547c3109d86ed9c2208dbb9f1898a
235,9866,9877,1966,40,33,M,DEU,1b7b0dee435f918b4c06fb197a484309ecb936bb
236,9866,9882,1970,35,65,M,DEU,a41b486eb6057e55e4b9dac752614c6c384c35f6
237,9867,9896,1969,35,66,M,DEU,914ef009836aa00cccfa5da97d350140626034e8
238,9868,9871,1968,35,6,W,CAN,9ed11974f78c5ecc9c20cec13828a219f3c9bca8
239,9869,9877,1966,40,34,M,DEU,aa3f3bcb4201e1752e1422c400660cfb0d35d00c
240,9870,9888,1956,50,5,M,DEU,c00e754a3ef6146ad260cba810485425b119bdec
241,9871,9894,1967,40,35,M,DNK,34eb88d00862a568d3d2cdb3179dcc56ba057094
242,9872,9892,1963,40,36,M,DEU,1ee0c9957d6ef1fe91c624743e4d92097098f6c1
243,9876,9882,1959,45,14,M,DEU,06f34fb32c01e2f47aaff6b43d4bdd75469087eb
244,9881,9897,1958,45,15,M,DEU,2db7306c03082f4faf0d9341ca2bfa57ac459651
245,9884,9901,1960,45,16,M,FRA,c89bad910cfb47c5e062b014bc17180bbe8630b8
246,9891,9894,1968,35,7,W,DEU,b56d4b26eb4e5d1902a7cae44006e035ba906ddb
247,9893,9919,1962,45,17,M,DEU,043ea7c72d309c787b8749551b071b2f52b8f153
248,9893,9897,1972,35,67,M,DEU,a60d3e32ead305fe194b0a6e88afaa00add25066
249,9897,9921,1963,40,37,M,DNK,4cd20abdf722c6854612a1dfccfe3dfc627d33d8
250,9899,9909,1964,40,38,M,DEU,1f25763d6fb8d84f1685ac9bcecf5b5d8428a927
251,9901,9909,1964,40,39,M,NLD,07b4d04627e5993a5b356806cc4b0712f3d658c3
252,9902,9908,1959,45,18,M,ITA,cfe2d7aa92835fb07eb2a055ca3257714f1b70ab
253,9904,9930,1973,30,60,M,GBR,11e746f0d9e059e323889480e4cda8ac101ff35e
254,9905,9974,1973,30,61,M,USA,34f1d2a4acdd6fb9e25b15c850a1c2c62b2fc372
255,9907,9912,1964,40,40,M,ITA,bd520f9b30d527a811d0ae48815fa476c3774796
256,9909,9931,1960,45,19,M,DEU,ad58824e4da7a2e39b0a87dc257793472a05e132
257,9911,9936,1969,35,68,M,DEU,3d32dce97a78db15526cf186330b3828deec6e1b
258,9912,9945,1971,35,69,M,FIN,6d0320ee274aa6b469c598a03b221e5d4a42e43a
259,9912,9927,1967,40,41,M,DEU,2ba8aba2d86ae807bed3459bc62b8fe13c20e0c6
260,9913,9936,1973,30,62,M,DNK,39f1e65a044b7843e01490ae55bc7884de94b209
261,9918,9935,1973,30,63,M,DEU,21e78548572dfde1129dfb88cf997f92909020c0
262,9921,9928,1975,30,64,M,DNK,402bd8d9d6cc8137ea87a2375ea179c1ad113a5e
263,9923,9945,1961,45,20,M,CHE,76d9670386111cf1aac05ce480879a52dbff4483
264,9929,9947,1972,35,70,M,DEU,3eb2cd4608b9032564d7dadcfa1131e0085b9234
265,9930,9952,1979,20,46,M,DNK,5c8244103c85ca0161113403ede02169c0cd8e38
266,9934,9941,1963,40,42,M,DEU,c8488f3dfbb75aa0b1e433bcc27ef49550a371f7
267,9938,9981,1971,35,71,M,FRA,a2ffac3621be86093cb5b4485a8c179efae213df
268,9938,9941,1968,35,72,M,ITA,fd5e1e328acf3719ee70b4d4ad3b0e798693e425
269,9941,9941,1969,35,73,M,ESP,a23502cd47ee39bb1364347ec4d0c41a02aa416e
270,9943,9981,1965,40,43,M,DEU,647989d8b0236ede523cb776fd1761de46b3f2a1
271,9954,9969,1974,30,65,M,FRA,a20e9fc8ad54fef226c7f1205558b919c14ba891
272,9960,9968,1967,40,44,M,CHE,a5530ddc9c610503efdb834d6b82a912847f523e
273,9965,10001,1972,35,74,M,DEU,e03959ebf63cd12a659c85dff51d3d59b51f88fa
274,9965,9979,1981,20,47,M,FRA,587b3f7c447bc0d4464e66f2a710d9e420c53b01
275,9967,9990,1967,40,45,M,ESP,d5a46c2dccb3a039bc56d8c4ac3edbb1656dd402
276,9969,9971,1979,20,48,M,GBR,8f36977dbd9c302d60e2fa98b0684b823adacd7f
277,9972,9992,1972,35,75,M,FRA,72513cbe9beace01e2a4de5e10a260674a48c94e
278,9976,9981,1969,35,76,M,DEU,f1e87e628aeffca55f63b2d0f55226deddead211
279,9976,9998,1964,40,46,M,POL,5b6204b9ddca4912ecdd7cadb3a118107d2953f2
280,9980,10004,1962,45,21,M,DEU,7f60417bb4b8725576b9124813f9b00d4074cba5
281,9982,10007,1962,45,22,M,NLD,ccdcc8c758dedd4aa6de0c93a09a73aae223deb3
282,9987,9995,1962,45,23,M,SWE,797fa1ec9790116ed5d04fc351fe3db0efe3f510
283,9987,10017,1960,45,24,M,ITA,07da79e65f12b9ead5830b5719a3870ddd4b1869
284,9989,9991,1973,30,9,W,NZL,0d172b3f385d31695aed2e37828bf201c5af9cc9
285,9991,9998,1961,45,25,M,PRT,259b4636f273ac5bc1f7e0d79e8320d70b04743c
286,9992,10024,1978,20,49,M,DEU,62dab8b5757f31730d65b39838078c7960f9fd57
287,9995,10017,1967,40,47,M,DEU,ae8f19944a761f2041b4717ca17ae43e28f446be
288,9997,10010,1973,30,66,M,FRA,6e94ef9ed261c310a3ae69013f193930724a8b62
