place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
10061,13544,13620,1975,30,1226,M,BRA,20ff8b52e67e6a6b3fad71ce3ff42fb62437a5e8
10062,13544,13810,1958,45,1603,M,GBR,154d0960d53636f0dd74da22e24b26280005e533
10063,13544,13774,1967,40,183,W,FRA,98726316401c4d141d745571196dd2d21ade8b3c
10064,13545,13594,1974,30,1227,M,ITA,c05e83a5b7cfd2af71a9205427731c64a9e25917
10065,13545,13627,1978,20,966,M,DEU,7dcc277e825c88b95d7ff229fe547ef9be8386f1
10066,13545,13736,1963,40,2218,M,GBR,069e62f8b45809cb59b120aa6c8c9e735e2f6506
10067,13545,13805,1954,50,835,M,NLD,609bbdc961417575d935cb60b1f1a8f2141659c9
10068,13546,13757,1987,20,967,M,DEU,c3d1d4bb5b6119198a90ba9b55c6118b5aa91086
10069,13546,13821,1979,20,968,M,DEU,3b367e65f122380236c58006c826cd6f92e1cc04
10070,13546,13704,1969,35,1953,M,DEU,be7be53fb4d60ab5df88fba84d9673478cf54f95
10070,13546,13601,1978,20,113,W,GBR,e328a6146a888c37d21331d5423f1a82d4dd5813
10072,13546,13588,1961,45,1604,M,ITA,b088e3ba3fa3e75f6d337ecdab8aa6e320702303
10073,13546,13580,1958,45,1605,M,DEU,e254da5dc6dffd08aa477ab365a8d769e8602005
10074,13547,13759,1974,30,1228,M,DEU,4a139a44861c162fc4e923f3edf66fac4e3d1cfa
10074,13547,13624,1971,35,1954,M,DNK,6f6a73b23f95ae31ce9f34f4c2208ba106a84fb3
10076,13547,13846,1961,45,1606,M,DEU,783e06057658150e3a49b0b70578aedd69029dc6
10077,13547,13577,1963,40,2219,M,DEU,29f088670b81dd299e8aa9219dfa069ae5cf2d1c
10078,13547,13557,1970,35,1955,M,DEU,f615d84f076f7697e35268ad8f4bf2fde327d0b3
10079,13547,13742,1973,30,1229,M,ISR,5876f05580364b52dc2acd5f90b9d8b573f8328c
10080,13548,13606,1978,20,114,W,GBR,8330ea61ac0968bb1fabb40e0973025eb11fbca5
10081,13548,13745,1958,45,1607,M,DNK,5563d7e1663da1c03e13007ed8cf21d3d6ac80d6
10082,13548,13622,1971,35,1956,M,GBR,33ce401fc3022679b4fac38751cd0c909161e2bf
10082,13548,13619,1969,35,1956,M,FIN,378aa16f6deaccc4b11fa3db4f52da4c93b2a8a6
10084,13548,13608,1963,40,2220,M,GBR,65ee98005b6d4e90566e88ba5dba3ac1fd89ac30
10085,13549,13792,1977,30,1230,M,GBR,9fbc8cd0efcaedc09c438c3690d9f1bec3a367b5
10086,13549,13622,1972,35,1958,M,GBR,3f1a33be378de1da2aee8cc08747d4e56bc9720b
10087,13549,13623,1958,45,109,W,DEU,99a671486a507f9df18b51ed13a681b53bff5af7
10088,13549,13797,1978,20,969,M,GBR,7692b458767ded8e7d948b153883ccad06cc104c
10089,13550,13668,1968,35,1959,M,USA,db3927b1834156a29fbfd1a7cc8558f695945dad
10090,13550,13708,1948,55,338,M,DEU,1821ee39f4a23180a322d1b1ffc5383e03c5a2c2
10090,13550,13883,1969,35,1960,M,USA,ea528b3584b9e485b5ad6ea57d4ab8d2b52b7460
10092,13550,13686,1968,35,1961,M,ESP,dd62553f6060dbeebdab65a042fbbb7d77a9de39
10093,13551,13637,1960,45,110,W,DEU,4c7aed58b4d593a73da4e3b83410d66c774800bf
10094,13551,13945,1962,45,1608,M,ITA,e7d933c11fadc32eabcb027f117f203d686b80aa
10095,13551,13689,1968,35,1962,M,ZAF,f5e4db892e684f6007d5239cf54c0dc614567859
10096,13551,13934,1970,35,1963,M,DEU,2db9d09c800639f9cc9bad02558f4968ec47802b
10097,13551,13728,1970,35,1964,M,DNK,22bf6f57b830ff2fc9ce4eb5de1b3afa05d2cfd1
10098,13551,13587,1959,45,1609,M,DEU,cbf8fb41e6e8db411d996f2d0f582336763d9ba1
10099,13551,13662,1954,50,836,M,ITA,6bf95dc7db1dddfb61058f142b668c9fa247e69f
10100,13551,13768,1959,45,1610,M,DEU,aab188c80d02c17a7178ed52865cfc75828794e7
10101,13551,13885,1983,20,970,M,AUT,80a0213ed99d3afcbbc85240b151d027a221226c
10101,13551,13560,1969,35,1965,M,DEU,65003c5553fc7abb264d287c91ac623da5de5265
10103,13552,13734,1951,55,339,M,GBR,d30684e1f42c6ffb01f5bae2673ec716dcc365a1
10104,13552,13595,1966,40,2221,M,DEU,c087d4d1e7449c0382d1b99ec21ff75320ad7b52
10105,13553,13760,1958,45,1611,M,DEU,4fc03f4691f7746b00cbca6da18f742ab375c814
10105,13553,13999,1983,20,971,M,DEU,a693bd4c23afa39dcd1b58f5dca5128135820204
10107,13554,13653,1967,40,184,W,DEU,5334a52f636c5a6ab3ef9795eb4dd3125bcfc401
10108,13554,13841,1966,40,2222,M,NLD,aed5553c900fa462f86a6d4021d068e5edf56e62
10109,13554,13751,1948,55,340,M,DEU,4b5d3b62a8721b5c693a5ce8167e0fcd5fe83b90
10110,13554,13662,1960,45,1612,M,ESP,5a73f66e59db25a6d33a5d987125e88306029750
10111,13554,13859,1966,40,2223,M,POL,eac2d3a5ed37cddd984e61ed82f273dc1b2c4bc1
10112,13554,13740,1961,45,111,W,DEU,024329abe0c15ce894d79770b53f6e181efcf29d
10113,13555,13596,1958,45,1613,M,DEU,974d9032ba01bde3fdeeef5a885a503acc4f752c
10114,13555,13616,1962,45,1614,M,DEU,e6927747109fc83dfa8b8c5463f1418808d1404d
10115,13555,13704,1976,30,1231,M,DNK,cfd0f37ecfc01dcdfda60da4d453e8d89b73904a
10116,13556,13589,1955,50,837,M,DEU,01e885155c339c5f39d0e500db6cac6dcb4ab505
10116,13556,13785,1968,35,1966,M,DEU,79447ab3ee344a11946a81ea649a3cb0095467fd
10116,13556,13591,1959,45,1615,M,DEU,9057b435806162e3dfb5ddb84b899616f19a71f8
10119,13556,13630,1968,35,1967,M,NLD,73df73ce7c21007239791a2f08304ecbceeef06b
10120,13556,13776,1981,20,972,M,ITA,d4a265f7ac058e2cd0c7ad2de2b004292432dbf4
10121,13557,13651,1957,50,838,M,DEU,9f705b4d2dd42357c6d6a1e0303a092fe251adf6
10121,13557,13822,1961,45,1616,M,DEU,b67aa5736235b75f55f926613e5e590c96911642
10123,13557,13585,1956,50,839,M,DEU,377f203d495cdc77b79fd0e05c1365b4f32f5b07
10124,13557,13666,1964,40,185,W,DEU,dd92b50f5c017c97aad16ee96d89ca77bea8e1e9
10125,13557,13606,1965,40,2224,M,DEU,66c5466aa11727eb8287d12cf32ee1d1c0e7186d
10126,13557,13635,1968,35,1968,M,DEU,8d3281f09dcad16dd72e29cf291b8706d336312a
10127,13558,13638,1963,40,2225,M,DEU,eee27aa27faf48deb5c96512e337f512cb4bc5da
10128,13558,13839,1959,45,1617,M,DEU,0ee70231c6e56ccdef632b918e0fc087cc9eaefe
10129,13558,13947,1954,50,840,M,DEU,ad5ddd6f521222434f28f111c2eac295ff8816b9
10130,13558,13783,1962,45,1618,M,DEU,b9d2dd8d1db3c054a223e50774049e3f0627c77d
10130,13558,13596,1965,40,2226,M,DEU,12d88da9211b32431776c502c98abf324a19163f
10132,13559,13620,1961,45,1619,M,DEU,9a74009c9d5c013800f9d9293d93693ff24cb97a
10133,13559,13667,1949,55,341,M,SWE,dd25068f5dbee557af49e2894ef5e7ca71db6f08
10133,13559,13667,1969,35,1969,M,SWE,09080f05bad9505199200287a188c55811f10754
10135,13559,13901,1977,30,1232,M,CHE,bd31a2c60ca679cc5f3a74df6d049b1f49038c3d
10136,13559,13641,1965,40,2227,M,DEU,43c49f40bd5b8dbf510dd0ced1bac6a30a352e7d
10137,13560,13731,1962,45,1620,M,DEU,8dc589ab2b6fdf914e910f8a18a251ea35d22045
10138,13560,13704,1983,20,973,M,DEU,afb40a06a0f9ddcf02722496db4f624484583c1a
10139,13560,13609,1955,50,841,M,NLD,98be0455981190c5a1cffa5f64bd99a7eb0f2933
10140,13561,13704,1960,45,1621,M,FRA,50fa171af77c1d60b51e6573d605a2f1de89f895
10141,13561,13574,1975,30,1233,M,DEU,05384c76a1c600017883458397e94398752199f0
10142,13561,13574,1973,30,1234,M,DEU,a70011ba3eb8920b9be6a6e31014082e255bf2d4
10143,13561,13748,1973,30,1235,M,NOR,8ad9c95096c69b8775acf19f80d8fff2c6befa3e
10144,13562,13811,1967,40,2228,M,DEU,a141e371ef4fde4a2ec4d6a7bedeb1f7c8a890b1
10145,13562,13685,1976,30,137,W,DEU,9c5dc33e3fc8c25ef346fe65dc082128269e44f3
10145,13562,13714,1959,45,1622,M,DEU,4d1ca3b3920276b28e428c1492b02361982512bf
10147,13562,13567,1957,50,842,M,DEU,9188003c254c2a937863aa2f69c16570bd7c0eb2
10148,13563,13593,1969,35,1970,M,DEU,7eb2dde48b130293e5b28c75b200ce4b73a76b43
10149,13563,13756,1964,40,2229,M,BEL,45e1407e9d654b1ecf9de4c19d899cc31b055903
10149,13563,13665,1982,20,974,M,DEU,3a1d6266d67c0940748cce6a30320d1ec0e8cf2f
10151,13563,13598,1975,30,1236,M,DEU,47975b1eb55c9485bf017bfb37580641d7422899
10152,13563,13760,1988,U20,41,M,DEU,883980663502b8a0d339fc1de0914330f75f123b
10153,13563,13618,1961,45,1623,M,ITA,0201de51366e5e71cd2bd8f0743eef86ee3d9bc7
10153,13563,13651,1969,35,1971,M,DEU,8ac66afc2c41444282e80a1d2819b5a393540da3
10155,13563,13830,1960,45,112,W,DEU,47d1e8504ee42c272e9d7fc3dd8d7d9213e639d7
10156,13563,13645,1958,45,1624,M,DEU,cc3922567ccac1f179df38389bbb7f318f226486
10157,13564,13717,1976,30,1237,M,DEU,a9e3f974901f48b855e432c9f61c80332695b2e7
10158,13564,13760,1982,20,975,M,DEU,19a0670911a4f0d8837e814931f799b0f1b0c7d5
10159,13564,13600,1958,45,113,W,DEU,ed2fe62f5dd8335f5742718296d397dd68028c65
10159,13564,13717,1964,40,2230,M,DEU,990cbf0f25c40c27dd48e34237fb7ca9a2d73a9d
10159,13564,13775,1972,35,1972,M,FRA,4c21509bbacb3245a8461534dda076e7d8cb3f40
10162,13564,13718,1959,45,1625,M,DEU,153b56fb5675d2257806d861536a97a99cb77c88
10163,13565,13735,1976,30,1238,M,ESP,61389ee94d6d1644e84c2249430113b5b6f1b3a7
10164,13565,13718,1976,30,1239,M,DEU,0393d0a960d06b6f93f8be617925841cd66a4439
10165,13565,13689,1956,50,843,M,DEU,515ecb0eb61c865c74e0f59303aafa54e8ca42fe
10166,13565,13572,1965,40,186,W,NLD,60c76e58ed4be1c8a3392332246f8dac2d3a2c8b
10167,13565,13679,1989,U20,42,M,EST,0036fd74a0e1fb238a43c4a36dd661abe18cbe50
10168,13565,13678,1955,50,844,M,AUT,2dd7fa32e6adf3ded68d1d9523a2fe0bacf8ca0e
10169,13566,13739,1965,40,2231,M,DEU,f84b83d1de9903e8fcfb7075008ba2ada5c00ad1
10170,13566,13686,1972,35,1973,M,DNK,5ac8e5a39f60d569b8f2a948a139333e66ffd1b8
10171,13566,13591,1966,40,2232,M,DEU,e69ea793ff8ca1b5edb1a78a55247b24212da144
10172,13566,13905,1965,40,187,W,DEU,b061e341a62eec3d7b551e858fa45a7fad4a0516
10173,13566,13872,1955,50,845,M,DEU,9cba02f507b0ccec9304e6153786aef6f2001a06
10174,13567,13827,1958,45,1626,M,DEU,f14af6351d87d967055b0f82825f9e1a693811da
10175,13568,13580,1969,35,1974,M,DNK,cc9050bb9d877f1549767bbb806200e85f06df21
10176,13568,13835,1967,40,2233,M,MEX,7a474799fa6be3be5710f65684b60666f1855cce
10177,13568,13721,1949,55,342,M,DNK,c09f90f4743c0da6d92543de8b3c9c7c9788b305
10178,13569,13650,1976,30,1240,M,ESP,be1273d0379bf8bc6237e9eb00bc440a6b2958ee
10178,13569,14061,1968,35,1975,M,DEU,4e2fefa4a8eecaf462c5112f7fcb3543368b2acd
10180,13569,14060,1974,30,1241,M,DEU,8a40ad62fbb8e7d9ce658ab58e82ecf27bdfb080
10181,13569,13739,1978,20,976,M,DEU,514a946a491c3c2269fce1851b1f151d48d050e1
10181,13569,13716,1974,30,1242,M,BEL,0923c65c521e1466215989dab774094e5aa99ddc
10183,13569,13843,1966,40,2234,M,NLD,d35322a4ca08ae7c9a235f8e9ac3a81aea68b2f8
10184,13569,13729,1955,50,846,M,DEU,124044b544e79912809be6b223815c2b44323236
10185,13569,13610,1956,50,847,M,DEU,653e2d0b8613beb1e4dfcb829ad07811f4a17f2c
10186,13570,13699,1980,20,977,M,DEU,b21fefc344e8dc80d594bd6de876f3472d9028fb
10187,13570,13725,1969,35,167,W,DEU,27a9fc285522509b48ec6b3d95152522f00311c3
10188,13571,13790,1967,40,188,W,DEU,32c3e4b667fce567fabdca04e2a4a2a2f0647955
10189,13571,13733,1970,35,1976,M,DEU,f380c95df4ff6e32fd115503f0c46ba9b95c4cf1
10190,13571,13783,1976,30,1243,M,DNK,9f7564a636f12d8d1799c9e12de0a7e24cd53ddb
10191,13571,13790,1963,40,2235,M,DEU,b0e85cba00424ea99dba5aa3a094ec8b46009502
10192,13572,13620,1980,20,115,W,DNK,b00f77cfe48ad5a7273ac776dc9c11ca5f6bd705
10193,13572,13684,1951,55,343,M,DNK,6bf534b3842c8ffd60352d614af684b367fe482b
10194,13572,13595,1970,35,1977,M,ISR,d06648c92b1b3226fdd6d83d9bbba22e803ce045
10195,13572,13585,1953,50,42,W,DEU,3bbaba1a9114ab70a801ff124052565e903a5e4c
10196,13573,13607,1957,50,848,M,DNK,60e8eee317debb31b73d0b319d9dc52c20d0e469
10197,13573,13645,1966,40,2236,M,DNK,7aac6b237646d420420619ef9ac6ccdc137c1953
10198,13573,13759,1944,60,106,M,CAN,90f05fd0327a1807c771900dbcbee677e663b842
10199,13573,13654,1971,35,1978,M,BRA,956752fb030500b8df1ca4022e57a656107f1814
10200,13573,13622,1974,30,1244,M,DEU,efa971b47d09e02ef21966a7767984591318fbfc
10201,13574,13622,1955,50,849,M,DEU,3d6bdf4f0064ba123d4092aacbde93ddb7034e98
10202,13574,13644,1953,50,850,M,DEU,340e46ea1873e6f6474833feaa5a94fa8c4fe568
10203,13574,13717,1964,40,2237,M,DEU,cc62587395d8ea43da57063f907ba724164693dc
10204,13574,13664,1988,U20,2,W,DEU,927e8799eb653df228fdeb78f58a95be338bfdcf
10205,13575,13598,1970,35,1979,M,CHE,553ad439c6fe83f2320569daaf2d5027bd73aed2
10206,13575,13721,1968,35,1980,M,DEU,94a4df2abdc581ddf0059239b590261c0b4ffeb8
10207,13575,13621,1974,30,1245,M,DEU,68912cb3b1ea993a3cd5841ed1043fad77b417b9
10208,13576,13727,1957,50,851,M,DEU,4525c1c29619b88a8cd4c1024766b3f4079f8e09
10209,13576,13783,1966,40,2238,M,DEU,9db22a0e6869a999e5d65de62ce1208654aadc8e
10210,13576,13698,1959,45,1627,M,DEU,b8e8b42fa2de3a47dff53f1bc9636bad07bbb799
10211,13576,13724,1988,U20,43,M,SWE,4a74824eb3453382ae17a36c77b7dfb48c5b0f5e
10212,13576,13798,1952,55,344,M,DEU,3e08e64ed6c65ac94fe52180f973d17e0c312edf
10213,13576,13870,1985,20,978,M,USA,129bbbdb830533287fd498c71a935bc1a824df2a
10214,13576,13750,1967,40,2239,M,ESP,f55558bdd4f88138a0bfa1b258118f7cc26d687c
10215,13576,13592,1981,20,979,M,GBR,4aa12948a07112e0f123b4532686f6d460ac4831
10216,13576,13750,1957,50,852,M,ESP,57e403fbe196ec33971fba455e41beb1405de8cc
10217,13576,13636,1976,30,1246,M,GBR,6c2dd93d8fbf1d82e0fb15629193c60e3d169d43
10218,13577,13616,1953,50,853,M,MEX,4e988e12ef6684757c2234127892fed8d19ac321
10218,13577,13828,1960,45,1628,M,DEU,16e9dd72fc1de4abe58bb89df4c9903edfb067e1
10220,13577,13833,1965,40,2240,M,DEU,6056d66de5daa3d65ea161996fbc4186c348697c
10221,13577,13961,1985,20,980,M,DEU,a58aded75679d0c8bfe35c7cf2b5b96b241be2c9
10222,13578,14027,1968,35,1981,M,DEU,73abc9e528048fa8d2ed0fa6a1384b37ea90961c
10223,13578,13802,1968,35,1982,M,DEU,64ab1860ea17f7fdcb3806799bee37a02dcd68ec
10224,13578,13762,1983,20,981,M,DEU,4842335c2f747c3e31c74d5a99917e6b16157121
10225,13578,13838,1975,30,1247,M,DEU,a74c153297126c6ba1c498951aebfc2fac2c5201
10226,13578,13973,1978,20,982,M,DEU,4f401f0a3a0568299eddf45272de0b86d45441dc
10227,13579,13751,1957,50,854,M,DEU,180a185640b63d457f57427995b8df693bb395c2
10228,13579,13608,1956,50,43,W,DEU,45bed4e75523810fd10043a3b4e9e86d054ecfca
10229,13579,13897,1976,30,1248,M,DEU,083f9b441f58a290e0fbd18c0da78ec36a536fb7
10230,13579,13609,1963,40,189,W,DEU,c0f4984b98b095027d28798489a1ab332422b6aa
10231,13580,13810,1956,50,44,W,FRA,aca0aa586be36eb17c7d2fa96547a44aa201423e
10232,13580,13603,1964,40,2241,M,DEU,b2932772152306054bb75d8cd7606013d248b776
10233,13580,13836,1979,20,983,M,DNK,6e889d59a68f7c1f3d413c6e0006aaba91760a2f
10234,13580,13774,1981,20,984,M,ISL,3f528db657a989c0695fb5900022d203c303383d
10235,13581,13771,1967,40,2242,M,DEU,102fc58a634d2326d87ac223f5387038aa076f2b
10236,13581,13632,1969,35,1983,M,DNK,36f9ec5045ab07a21dc9f86c49efd0ed55b026c4
10237,13581,13595,1961,45,1629,M,ITA,dc182b02233c94eaaa3cebd8f2370c8dd32b411a
10238,13581,13642,1954,50,855,M,DEU,cd07124f2414ed90dcf2db272332d2fcfe1622d5
10239,13581,13657,1954,50,856,M,JPN,e44dd1023c7fbd24a99f322b098f7f8bf3199ffd
10240,13582,13759,1962,45,1630,M,DEU,b2b25a59bd8826f032def5d80e73c4a4cec6f9bc
10241,13582,13589,1956,50,857,M,AUT,705ded2cce8cd0912f5f843e81c0f4e40bb8ec8c
10242,13582,13899,1961,45,1631,M,DNK,f0f36bc021f5ec2f5971965e6ead94a84f3b144a
10243,13583,13714,1965,40,2243,M,FRA,5a00241d9180bdb5a8eb13c11404a3e9f5caf716
10244,13583,13679,1954,50,858,M,DEU,723e5d02f630e85390aa62f5d17c0224df2b007f
10245,13583,13759,1964,40,2244,M,DEU,966bd891e96854c6d5b31a132597b9be114073e7
10246,13584,13646,1971,35,1984,M,BEL,913f2530b658e9b2487a5668624ef38dd9a2f38d
10247,13584,13816,1976,30,1249,M,DEU,abb3f59a846cd7663601e57a84dfb73bf45330bd
10248,13584,13859,1980,20,985,M,DEU,d7c6f69f14756842849577ad7941116b154ac77a
10249,13584,13777,1981,20,986,M,CHE,bebc52cb06b586a6933abe9c64a7938db309139c
10250,13584,13697,1962,45,1632,M,NLD,557ce56577777190a52bd6bc61be3f21876d6e0f
10251,13584,13874,1959,45,1633,M,DEU,28728c411962d82561d9c59f55e9966df33eb186
10252,13585,13876,1969,35,168,W,NLD,61ee39f4185505e601e12db242d993beff54928b
10252,13585,13587,1946,60,107,M,DEU,fcd08547345f25f0f9912e35eaca10ebcd4089a9
10252,13585,13608,1975,30,138,W,AUT,bd1cb5c4b0b89cb5266721a0d402b33cf070b872
10255,13585,13782,1969,35,1985,M,DEU,1ee968b79e65247f22728f9c281c9e2db000e6ac
10256,13586,13806,1968,35,1986,M,ISR,90510c0a26166c92b8922993226f0f56ef936d98
10257,13586,13801,1989,U20,44,M,DEU,002a73bffa4c4e234679426b312c46b69e172377
10258,13587,13801,1987,20,987,M,DEU,005a14df3ee6a0ddd3e27d97f75e4ec04d324bc3
10259,13587,13801,1986,20,988,M,DEU,afd24c5de21b1d0e023d2c77c5526747b83df3d0
10260,13587,13699,1963,40,2245,M,DNK,174f90eff9e89764b4b0e7f8a779298be21c3df7
10261,13587,13801,1944,60,108,M,DEU,87d67556b0d2778c93e5f76a4ec9ad4211bb7473
10261,13587,13711,1970,35,1987,M,DEU,6b9a9a93b5050f5410e1fc4156f37534e7cd9037
10263,13587,13713,1965,40,190,W,DEU,940599f8942338f0ddca6ab2c6d62c3df693b8e9
10264,13587,13832,1962,45,114,W,ZAF,d88b91056e30417964e36c069d54366441c4c400
10265,13588,13663,1951,55,345,M,ITA,95c5260fdd706d1aa7db7b9f90846ebc191834e6
10266,13588,13768,1956,50,859,M,DEU,d63c406b14a46b032213e2d54d7e044c8c773c41
10267,13589,13735,1968,35,1988,M,AUT,95cab19b7d85f6c0a80258d5212802b65603794f
10268,13589,13780,1964,40,191,W,DEU,096c5c20ca8df16e428d78166e5d0884ebbd2a22
10269,13589,13619,1945,60,109,M,DEU,602f0898b879cee2331574302ebb2e9801d01231
10270,13589,13901,1968,35,1989,M,DEU,a7a779f1938782ffc5fc222365f81b61458addda
10271,13589,13676,1968,35,169,W,ITA,d86d06580654f3b12694a2c3924211d6a4cfb209
10272,13589,13621,1967,40,2246,M,DEU,76ea72dee97b530d7b6c86a231487ede3d98e107
10273,13590,13901,1972,35,170,W,DNK,4e84dabd697e58a19f2bf30cec028c036323e2eb
10274,13590,13646,1959,45,1634,M,DEU,2d4b7578f2e5325e6c0b920723fd444de727faa6
10275,13590,13789,1949,55,346,M,DEU,93444541f87e4fb18489951f57e3d654e984533e
10276,13590,13668,1983,20,989,M,DEU,bac7d69f0f9c85fdafeca68763a1c22648bd851e
10277,13591,13643,1969,35,1990,M,DEU,1456ae8d220cde0e08269f4114f286817945074b
10278,13591,13677,1957,50,860,M,DEU,97b7a4a93476cbc3799f0c4bd1aa6cca4d7e5537
10279,13591,13656,1959,45,1635,M,SWE,b61d312e40293bfa8cede01b83c13f71e0a99736
10280,13591,13822,1950,55,347,M,JPN,2c54a4fabd5e65dadd8281062f8860ab75237d61
10281,13591,13637,1976,30,1250,M,DEU,850c05d2948d504fc47b09a0b9f5912e2d30fc63
10282,13592,13802,1972,35,1991,M,DEU,ce5f939a711674d27973831597d779fe64eb9638
10283,13592,13794,1979,20,990,M,DNK,6b211e00431408333a85813b1c755f71d3760e8b
10284,13593,13909,1964,40,192,W,DNK,3fb6a74499da290cfc0191b133ecc1211933ed4e
10285,13593,13662,1980,20,116,W,DEU,977cc960266833c67c22c57934217c228e9b942b
10286,13593,13692,1975,30,139,W,ITA,7485e1e4d534b992c38b91943168f48cdba46c69
10286,13593,13908,1967,40,2247,M,DEU,cb846f2a47fd5997dc9fc6500d8e7e3db271a5d8
10288,13593,13711,1977,30,1251,M,DNK,277ead85de18ee72bfb79d0a021b7cd07fa5928a
10289,13593,13692,1964,40,2248,M,DEU,be94169f7e60841aac4501b280f10854d4b2ed45
10290,13594,13685,1966,40,2249,M,DEU,90c283aa5230197f8e25e9fed4a00a46be4465ed
10291,13594,13807,1956,50,861,M,DEU,0d0a443cc83b88d944936298fdf0061ac7777625
10291,13594,13842,1956,50,861,M,NLD,4ec45fc5b7b3c9fb4872fdad1babb9ff2ed1ce3e
10293,13594,13631,1954,50,863,M,DNK,dad872ca24f6f48d52f35002d7ebca8f0c6a3431
10294,13594,13730,1983,20,991,M,DNK,b6165194ddf2ff4fc3b3c1af2a0cb35bc3c72d76
10295,13594,13784,1963,40,2250,M,DEU,df26b69a184d61b42248376d462130477a9635eb
10296,13595,13714,1962,45,1636,M,FRA,3a8e04ec087af417161fa2c5fb666277d8b7dc26
10297,13595,13648,1976,30,1252,M,ESP,3f97690207bb2647c078b76931ba5f00ce15f129
10298,13595,13729,1954,50,864,M,DEU,ebdd1f64ea29c033827b7d9d925e2e99dc28d5ed
10299,13595,13786,1956,50,865,M,DEU,7e9af942551ed69ec43da69774875b8e330155f7
10300,13595,13847,1958,45,1637,M,DNK,91721e2be63cc27ccde72c8c2c11315952accd76
10301,13595,13642,1958,45,115,W,BEL,f40774005634627b9096aeeb8b15bfe32acb0b63
10302,13596,13693,1980,20,992,M,DNK,76badf861a721f4dbef334dc3be222ccafb5f9d7
10303,13596,13857,1944,60,110,M,ESP,cf59778625c3af3bc6fe202a0288c0388edb6059
10304,13596,13774,1965,40,193,W,ITA,540cd7ac8e81e0ec36d4e7394468dc895eb484e0
10305,13596,13705,1963,40,2251,M,DEU,4650c822a6817e18e914e359d6d62c26b57b1d47
10306,13597,13613,1977,30,1253,M,DNK,3cfb4e5ab6ebfb148b21f469e821de592c6b6a7b
10307,13597,13754,1967,40,194,W,DEU,6500a34f8ee56194cedc26a51f2d7d846ab02699
10308,13597,13774,1982,20,993,M,FRA,8143cb2bc90369af101ee2e8ee9ea1583ecf699a
10309,13597,13692,1971,35,1992,M,DEU,14c9965a06a2ec9a9de3ef342c8b0f8258934576
10309,13597,13735,1964,40,195,W,GBR,f08a0fd79340c069dd3edc7e8e2e441db1038fe4
10311,13597,13655,1976,30,1254,M,DEU,60a5a8a2df092449a1d8fa69d0ca963c46183a33
10312,13598,13808,1971,35,1993,M,DNK,82b5e14d9d4c8409da086216d8720c5a41701d06
10313,13598,13945,1976,30,140,W,DNK,3cf3f79ba71844f87d2e9fff51f9824b5227dc84
10314,13598,13731,1964,40,2252,M,DEU,401e1c0a3340d6a01eea5b2b1a8d0a192c87b285
10314,13598,13857,1967,40,2252,M,FRA,2326089628e74583b530675194807e6450954b50
10316,13599,13848,1964,40,2254,M,DEU,b000f0b0d1647fa0d67b2872d9e0c3238fbf31d5
10317,13599,13857,1967,40,2255,M,FRA,2d4df87f57a73726efa0d3db5816882a1bc62f40
10318,13599,13603,1957,50,866,M,DEU,20cab2e7de28cde98679c756d20a2cb160397eb1
10319,13599,13666,1978,20,994,M,DEU,41e386b8a67cb2290c00c19f10060967335b6317
10320,13599,13683,1967,40,2256,M,DEU,7506523bcfb1e6c603999294744891b04989761a
10321,13599,13741,1965,40,2257,M,DEU,78ec443b458e134c7b33556af0d5057bf8c34772
10322,13599,13862,1962,45,1638,M,DNK,49cfd50a40b60309bffa3766172a0e22a45ea6ba
10322,13599,13762,1977,30,141,W,DEU,8c599d522cd13225a963348e22335a03c2c5d74b
10324,13599,13869,1966,40,196,W,FRA,514ab1f02096c42339fab4d759b331597bc4d944
10325,13600,13662,1955,50,867,M,CHE,9fe3fcd21208877b4b3f08204c4d6d1b2c57c070
10326,13601,13685,1957,50,868,M,NLD,2bde9a6020721d3d3e4a02290feaf3ecc69d3af8
10327,13601,13820,1965,40,2258,M,DNK,3492b4dd4af8dd143ceb142925872004a73d4360
10328,13601,13616,1970,35,1994,M,DEU,7a2553ad034b8cb463ae94485a440de23884a344
10329,13602,13741,1988,U20,45,M,DEU,b8adca0d64e5ac36443ff267a09c0e5592ccce59
10329,13602,13606,1956,50,869,M,DEU,ff4746f657e7443581f3cc08e596b283fe2c7e34
10331,13602,13800,1964,40,2259,M,ITA,96dcda7db0ebc084c7e2887af143c978ab8fda62
10332,13602,13901,1963,40,2260,M,DNK,486dce187dba77324f123de9ed485ed175c13663
10332,13602,13714,1975,30,1255,M,DEU,ef76719baae94b9190b1fb646291764ebbeadbd4
10334,13602,13640,1965,40,2261,M,DEU,12273e49fcdfaa01ef485b4b717026c184b86c7d
10335,13602,13795,1971,35,171,W,MEX,29a23d9e67d5a177715a04438a910aadcc528c21
10336,13602,13709,1956,50,870,M,NLD,eb54cf9c0afd48e76c78a6619a864ceb484d5f98
10337,13602,13901,1968,35,1995,M,DNK,a4789ae849eae7b96cc524c5d5257abd837a3241
10338,13603,13660,1963,40,2262,M,NLD,a6c7fa6523f220f82afd4aa7f66712619ea4aaf4
10339,13603,13817,1964,40,2263,M,POL,5f43360ec1d008aae612d3026832d301c82b43f9
10340,13603,13622,1963,40,2264,M,DEU,6694a136d36bb581f274a3b8bbdf34eec2874d84
10341,13603,13695,1967,40,2265,M,DEU,f11e718eaec08d64c38e1173459af4e6bfcac5b5
