place,netTime,clockTime,yob,ageClass,acPlace,sex,nationality,name
27958,04:33:23,04:47:04,1944,65,197,M,DEU,972daf5d24bedddc9d37d0927d8fbdfb7f7816cc
19436,04:03:14,04:21:29,1945,65,93,M,DNK,adc3697c2d9f2c78fbfb3ed5db79bc5adcb4804a
24893,04:21:51,04:41:19,1948,65,150,M,CHE,a4ab336ff0f8b7fe9a10d9bbbfd08ce7e3e5c332
18361,03:59:58,04:04:47,1948,65,82,M,ITA,91e13bf51e857c55a6e5b23e16148d79af38223e
34168,05:13:53,05:40:57,1948,65,317,M,DNK,aa09e54921d66a10d214addf2b4df4b0f960fc65
13467,03:49:06,03:52:40,1948,65,47,M,SVN,cc28098c8396757b5404b205cc213ee1142fcb32
10347,03:40:15,03:45:26,1947,65,24,M,DEU,ddd5200dd34ba8128944d88f4f1c1ae89c370b11
34768,05:22:00,05:53:29,1947,65,336,M,ITA,b703432dc9b7cbd797e7117dbcf4d91c0fd33884
31263,04:49:46,05:00:35,1947,65,260,M,ZAF,dbb946cc99d150f9a6ea741fdbee7da85ea8a09a
18986,04:01:51,04:19:06,1945,65,91,M,CHE,212a745786b2a26285d447d251b3bb6b67479084
21505,04:10:06,04:28:25,1947,65,118,M,ECU,b4df9e9d9bb2d3025b3552da21a72830e17055ac
20727,04:07:25,04:22:50,1948,65,110,M,DEU,3bed8e450a7c0ca34a1b57544f176259a5982eef
29167,04:38:49,04:50:39,1946,65,221,M,DEU,079b831a890412fdbce78889ec1688a72937ca81
23550,04:16:55,04:42:50,1948,65,138,M,DEU,5d090e2608bd8904faa6a3d228dc5d62377ce406
32211,04:55:28,05:10:55,1944,65,281,M,JPN,8dabf1aea0b20461eae68fb0dff73d7211cebaa2
32027,04:54:30,05:22:04,1945,65,277,M,DEU,5a1cf5fe3adc222a53eed707988820dd71610894
34550,05:18:55,05:33:06,1948,65,331,M,DEU,55b6c7486dcc0a8184616fd6fe2655df328f6157
25308,04:23:13,04:47:41,1944,65,155,M,DEU,e57168e5e18f632098ff3e24867c4595545c8a87
23204,04:15:43,04:27:40,1944,65,132,M,DEU,e1a2d8e54fb80f3ba5889001215cef269a58ee7c
25601,04:24:14,04:54:33,1947,65,159,M,DNK,09a958da83cbfbc483b26c485da2bb92d8ba3870
30812,04:47:15,05:03:27,1945,65,254,M,NLD,fae2536807be8997a1c5c379200afc6e8f0872c3
29312,04:39:33,05:12:11,1947,65,223,M,DNK,053cb5ef7afcc1234c1a07106be674d067629da6
28761,04:36:59,04:51:07,1946,65,210,M,FRA,a8a8520cf208cf144e67920af70a48ae4a3fce2b
36460,06:39:15,06:39:37,1946,65,381,M,DEU,b7f6496c39a34433c3ac3e30cf6afa5444af995d
34782,05:22:13,05:54:34,1947,65,337,M,DEU,7675f9db26d939956de86028dfc5ef0ce0528745
27062,04:29:41,04:56:15,1948,65,180,M,DEU,81e2330bea3d5d92ae022d95eed4ee857b9b3dfd
34994,05:25:51,05:52:56,1947,65,342,M,DEU,9c005121e4cff18fe50262aa45c19d41e11cd722
